Facular and Sunspot Indices from calc_spot_fac_history.pro
Spot Index is Sunspot Blocking Function
Facular Index is on GOME Mg index scale
Tue Nov 11 17:02:23 2014
  YEAR  MONTH    DAY       SPOT          FAC
  1908     3    22        90.9760       0.155436
  1908     3    23        69.0400       0.155117
  1908     3    24        23.0480       0.154363
  1908     3    25         6.5760       0.153863
  1908     3    26         0.0000       0.153116
  1908     3    27         7.9840       0.152653
  1908     3    28        83.6160       0.151877
  1908     3    29        72.3760       0.152529
  1908     3    30        35.1200       0.152525
  1908     3    31        17.7040       0.152465
  1908     4     1        33.3280       0.152498
  1908     4     2       110.1360       0.152472
  1908     4     3       210.6960       0.152952
  1908     4     4       278.2800       0.152725
  1908     4     5       578.0880       0.154520
  1908     4     6       712.3360       0.156358
  1908     4     7       716.5200       0.156376
  1908     4     8       578.6800       0.156255
  1908     4     9       394.9760       0.156198
  1908     4    10       364.6960       0.156245
  1908     4    11       232.5600       0.156456
  1908     4    12       205.2480       0.156071
  1908     4    13       167.4720       0.155636
  1908     4    14       135.5120       0.155017
  1908     4    15       141.1360       0.154645
  1908     4    16       148.8880       0.153300
  1908     4    17       120.6080       0.152709
  1908     4    18        96.5600       0.152428
  1908     4    19       100.4240       0.152693
  1908     4    20       115.6800       0.153872
  1908     4    21       115.1200       0.154593
  1908     4    22       113.0560       0.155722
  1908     4    23       134.6800       0.156302
  1908     4    24        98.1840       0.154998
  1908     4    25       122.8480       0.155665
  1908     4    26       144.4080       0.155467
  1908     4    27       132.2000       0.155573
  1908     4    28       144.3280       0.155117
  1908     4    29       177.2160       0.155471
  1908     4    30       210.6880       0.156737
  1908     5     1       308.8320       0.157461
  1908     5     2       297.7760       0.157324
  1908     5     3       272.4080       0.156969
  1908     5     4       283.8080       0.156763
  1908     5     5       256.4320       0.156657
  1908     5     6       240.6160       0.156392
  1908     5     7       209.2800       0.156627
  1908     5     8       194.3120       0.156915
  1908     5     9       160.8720       0.157416
  1908     5    10       129.9360       0.157707
  1908     5    11        94.0320       0.156578
  1908     5    12       115.8480       0.156314
  1908     5    13        46.9440       0.154423
  1908     5    14        37.9520       0.154477
  1908     5    15        70.2720       0.154642
  1908     5    16       106.6240       0.153353
  1908     5    17       128.8640       0.153404
  1908     5    18       146.3440       0.153399
  1908     5    19       143.5600       0.153223
  1908     5    20       126.6880       0.153088
  1908     5    21        89.4240       0.152791
  1908     5    22        70.6080       0.152699
  1908     5    23        48.3920       0.153055
  1908     5    24        23.7120       0.153614
  1908     5    25        14.9280       0.153407
  1908     5    26        14.8000       0.152771
  1908     5    27        69.4240       0.152723
  1908     5    28       125.9360       0.152837
  1908     5    29       206.9200       0.153361
  1908     5    30       247.7920       0.154007
  1908     5    31       396.0800       0.154398
  1908     6     1       631.2080       0.154485
  1908     6     2       792.1920       0.155841
  1908     6     3       971.5760       0.156905
  1908     6     4       975.7120       0.156562
  1908     6     5       802.0640       0.156422
  1908     6     6       599.3360       0.155333
  1908     6     7       374.3680       0.155401
  1908     6     8       163.4400       0.154953
  1908     6     9       107.3760       0.154850
  1908     6    10        59.0400       0.154225
  1908     6    11        63.5840       0.154250
  1908     6    12        44.6480       0.154270
  1908     6    13        47.6160       0.153782
  1908     6    14        53.3920       0.153363
  1908     6    15        43.5360       0.153603
  1908     6    16        48.0160       0.153487
  1908     6    17        51.3680       0.153427
  1908     6    18        69.7040       0.153880
  1908     6    19        78.5040       0.153820
  1908     6    20        75.1120       0.154761
  1908     6    21        27.4240       0.155292
  1908     6    22         8.0480       0.154351
  1908     6    23        50.0640       0.153820
  1908     6    24       115.5440       0.153441
  1908     6    25       125.8400       0.153606
  1908     6    26       172.2240       0.153688
  1908     6    27       191.5520       0.153674
  1908     6    28       165.2480       0.153653
  1908     6    29       204.0080       0.153828
  1908     6    30       226.1360       0.154100
  1908     7     1       205.1280       0.154235
  1908     7     2       226.7200       0.153607
  1908     7     3       209.3840       0.154265
  1908     7     4       115.4880       0.154578
  1908     7     5       104.9920       0.155242
  1908     7     6        57.2800       0.156484
  1908     7     7        55.0800       0.155428
  1908     7     8        38.0560       0.154477
  1908     7     9        52.0000       0.153690
  1908     7    10        24.3440       0.152827
  1908     7    11        19.7920       0.153135
  1908     7    12         2.5360       0.152468
  1908     7    13         7.9680       0.152862
  1908     7    14        10.1920       0.152336
  1908     7    15       116.0640       0.152367
  1908     7    16       152.0880       0.152556
  1908     7    17       107.9600       0.153303
  1908     7    18       100.1600       0.153543
  1908     7    19       107.0480       0.155355
  1908     7    20       214.2080       0.155236
  1908     7    21       205.7520       0.155555
  1908     7    22       229.4000       0.155265
  1908     7    23       160.2400       0.155666
  1908     7    24       116.8320       0.156304
  1908     7    25        64.3840       0.156031
  1908     7    26        60.9520       0.155809
  1908     7    27        65.6560       0.154280
  1908     7    28        67.5040       0.153214
  1908     7    29        58.9920       0.152713
  1908     7    30        65.5280       0.152613
  1908     7    31       111.5600       0.152578
  1908     8     1       165.4320       0.153311
  1908     8     2       439.6160       0.153744
  1908     8     3       936.1440       0.154019
  1908     8     4      1221.0880       0.154551
  1908     8     5      1434.2240       0.154419
  1908     8     6      1366.0000       0.154994
  1908     8     7      1393.6400       0.155016
  1908     8     8      1318.5200       0.154889
  1908     8     9      1238.7600       0.154960
  1908     8    10       590.0800       0.155419
  1908     8    11       294.5360       0.155159
  1908     8    12       143.6320       0.155163
  1908     8    13        73.0240       0.155034
  1908     8    14       308.8000       0.153706
  1908     8    15       440.3600       0.155106
  1908     8    16       426.9520       0.155778
  1908     8    17       356.6480       0.155484
  1908     8    18       347.6080       0.155552
  1908     8    19       337.1200       0.155257
  1908     8    20       316.5440       0.155574
  1908     8    21       208.9280       0.155224
  1908     8    22       112.8880       0.154681
  1908     8    23       123.5120       0.155748
  1908     8    24        92.5040       0.155388
  1908     8    25       189.5680       0.155775
  1908     8    26       282.4320       0.154666
  1908     8    27       542.3520       0.154678
  1908     8    28       784.4160       0.155609
  1908     8    29       958.3281       0.157614
  1908     8    30      1363.6560       0.157444
  1908     8    31      1444.8800       0.156511
  1908     9     1      1511.0240       0.156398
  1908     9     2      1344.6801       0.156442
  1908     9     3      1142.0961       0.156089
  1908     9     4       938.8880       0.155941
  1908     9     5       589.0960       0.155997
  1908     9     6       453.1760       0.156096
  1908     9     7       628.1600       0.156594
  1908     9     8       780.7600       0.156971
  1908     9     9       850.7920       0.155986
  1908     9    10       874.3281       0.155772
  1908     9    11       921.4640       0.155598
  1908     9    12       752.8240       0.155266
  1908     9    13       498.1440       0.155078
  1908     9    14       369.4080       0.154893
  1908     9    15       339.7920       0.154811
  1908     9    16       331.6880       0.155458
  1908     9    17       522.6320       0.155509
  1908     9    18       541.6800       0.154865
  1908     9    19       476.6880       0.155702
  1908     9    20       425.5360       0.156139
  1908     9    21       412.6320       0.156763
  1908     9    22       386.3760       0.155760
  1908     9    23       401.1440       0.155617
  1908     9    24       454.0400       0.155569
  1908     9    25       450.2640       0.155121
  1908     9    26       447.8400       0.155591
  1908     9    27       382.1040       0.156205
  1908     9    28       330.9600       0.155903
  1908     9    29       207.8800       0.155187
  1908     9    30       230.6880       0.155122
  1908    10     1       293.4480       0.155004
  1908    10     2       314.5760       0.156205
  1908    10     3       352.4080       0.157305
  1908    10     4       379.0400       0.156447
  1908    10     5       345.9840       0.155119
  1908    10     6       428.1120       0.154897
  1908    10     7       365.3280       0.155651
  1908    10     8       304.3680       0.154979
  1908    10     9       253.8560       0.155627
  1908    10    10       157.5840       0.155098
  1908    10    11        87.3600       0.155326
  1908    10    12        49.9600       0.154849
  1908    10    13         9.7840       0.154521
  1908    10    14         4.6800       0.154048
  1908    10    15         4.8560       0.153225
  1908    10    16         2.4280       0.152362
  1908    10    17         0.0000       0.151898
  1908    10    18         0.0000       0.151773
  1908    10    19         0.0000       0.151573
  1908    10    20         2.5440       0.151526
  1908    10    21        20.9280       0.151497
  1908    10    22        37.9520       0.152192
  1908    10    23        38.2560       0.152428
  1908    10    24        24.9280       0.152509
  1908    10    25        39.0240       0.152744
  1908    10    26        44.4320       0.152776
  1908    10    27        24.7440       0.152397
  1908    10    28        15.2880       0.152464
  1908    10    29        16.0160       0.153085
  1908    10    30        25.9200       0.154023
  1908    10    31        28.0160       0.152993
  1908    11     1        27.2320       0.152716
  1908    11     2        37.7360       0.152696
  1908    11     3        54.5600       0.152636
  1908    11     4        72.2160       0.152685
  1908    11     5        89.1120       0.152689
  1908    11     6       134.3600       0.152689
  1908    11     7       142.1920       0.153500
  1908    11     8       235.2640       0.154145
  1908    11     9       558.2241       0.154480
  1908    11    10       866.0161       0.153950
  1908    11    11       931.6160       0.154086
  1908    11    12       741.8880       0.154077
  1908    11    13       670.7440       0.154065
  1908    11    14       533.4320       0.154459
  1908    11    15       494.7120       0.155157
  1908    11    16       412.7920       0.154575
  1908    11    17       322.8560       0.154201
  1908    11    18       271.3360       0.153412
  1908    11    19       279.9600       0.153192
  1908    11    20       296.9760       0.152779
  1908    11    21       203.9360       0.152622
  1908    11    22       187.0240       0.152663
  1908    11    23        98.9200       0.153033
  1908    11    24        62.0560       0.153260
  1908    11    25        32.0080       0.152987
  1908    11    26        33.2880       0.153530
  1908    11    27        75.5680       0.153411
  1908    11    28        99.9680       0.153049
  1908    11    29        62.7200       0.152381
  1908    11    30        65.5200       0.151815
  1908    12     1        54.1920       0.151550
  1908    12     2        97.8480       0.152404
  1908    12     3       170.0000       0.152805
  1908    12     4       223.8320       0.153568
  1908    12     5       330.4960       0.153436
  1908    12     6       295.0720       0.152915
  1908    12     7       340.0400       0.152583
  1908    12     8       381.2640       0.152465
  1908    12     9       337.9520       0.152516
  1908    12    10       273.2560       0.153228
  1908    12    11       247.6880       0.154247
  1908    12    12       165.7360       0.154190
  1908    12    13        96.8560       0.153718
  1908    12    14        52.8400       0.153705
  1908    12    15        10.8560       0.153633
  1908    12    16        19.0480       0.153460
  1908    12    17        26.2640       0.153029
  1908    12    18        55.5040       0.153199
  1908    12    19       150.3680       0.153197
  1908    12    20       143.5520       0.154094
  1908    12    21       115.7280       0.153171
  1908    12    22       133.0400       0.153061
  1908    12    23       177.8800       0.153660
  1908    12    24       230.8400       0.154364
  1908    12    25       214.4080       0.154774
  1908    12    26       303.4720       0.155037
  1908    12    27       199.1920       0.155054
  1908    12    28       169.9680       0.153279
  1908    12    29       206.1600       0.153526
  1908    12    30       302.4640       0.153772
  1908    12    31       457.7200       0.154881
  1909     1     1       536.6240       0.154566
  1909     1     2       615.0240       0.153997
  1909     1     3       572.4240       0.154042
  1909     1     4       476.9760       0.153575
  1909     1     5       435.9840       0.152906
  1909     1     6       414.5920       0.153058
  1909     1     7       271.9920       0.152912
  1909     1     8       236.4000       0.153274
  1909     1     9       194.4960       0.153953
  1909     1    10       175.2720       0.154280
  1909     1    11       124.7200       0.154910
  1909     1    12       113.1280       0.154883
  1909     1    13       127.1040       0.153734
  1909     1    14       166.5840       0.153091
  1909     1    15       166.5840       0.153264
  1909     1    16       211.5920       0.153831
  1909     1    17       290.0400       0.154198
  1909     1    18       320.4720       0.154660
  1909     1    19       329.8400       0.154259
  1909     1    20       306.9440       0.154218
  1909     1    21       306.6560       0.153814
  1909     1    22       282.9680       0.153855
  1909     1    23       266.0960       0.154100
  1909     1    24       405.8720       0.154639
  1909     1    25       531.7520       0.155436
  1909     1    26       655.5840       0.156386
  1909     1    27       764.1920       0.156029
  1909     1    28       919.8240       0.155825
  1909     1    29      1137.7040       0.155833
  1909     1    30       932.8960       0.156042
  1909     1    31       906.2560       0.155833
  1909     2     1       714.0240       0.155581
  1909     2     2       500.7520       0.155598
  1909     2     3       347.9120       0.155419
  1909     2     4       206.3920       0.155445
  1909     2     5       108.4400       0.154764
  1909     2     6        63.6560       0.154138
  1909     2     7        17.6400       0.153205
  1909     2     8         9.9520       0.152989
  1909     2     9         1.9200       0.152617
  1909     2    10        10.1840       0.152500
  1909     2    11        65.0480       0.152420
  1909     2    12       107.6320       0.152527
  1909     2    13       211.6960       0.153538
  1909     2    14       268.1600       0.154025
  1909     2    15       231.4720       0.154557
  1909     2    16       302.7280       0.154126
  1909     2    17       385.1440       0.154072
  1909     2    18       312.1600       0.154266
  1909     2    19       223.1920       0.153749
  1909     2    20       141.9680       0.153722
  1909     2    21       115.8720       0.153637
  1909     2    22        97.4560       0.153918
  1909     2    23       132.0240       0.154147
  1909     2    24       268.3120       0.154739
  1909     2    25       405.3840       0.155133
  1909     2    26       509.0480       0.155171
  1909     2    27       564.9440       0.154464
  1909     2    28       746.4320       0.155333
  1909     3     1       820.1440       0.155075
  1909     3     2       849.1120       0.155022
  1909     3     3       927.9520       0.155168
  1909     3     4       691.8320       0.155172
  1909     3     5       395.3360       0.155340
  1909     3     6       249.7440       0.155252
  1909     3     7        66.1760       0.155006
  1909     3     8        26.8720       0.154950
  1909     3     9        18.0800       0.154124
  1909     3    10        41.3040       0.153446
  1909     3    11        32.9680       0.153277
  1909     3    12        77.3200       0.152356
  1909     3    13        86.5440       0.152155
  1909     3    14        72.7200       0.152613
  1909     3    15        50.2080       0.152710
  1909     3    16        60.0560       0.152645
  1909     3    17        53.1520       0.152259
  1909     3    18        45.0960       0.152881
  1909     3    19       105.0400       0.152743
  1909     3    20       169.5280       0.153476
  1909     3    21       369.4000       0.153851
  1909     3    22       584.8640       0.153918
  1909     3    23       688.0720       0.154393
  1909     3    24       767.9600       0.155075
  1909     3    25       837.0960       0.155606
  1909     3    26       666.0800       0.155732
  1909     3    27       542.8880       0.155758
  1909     3    28       451.0800       0.155588
  1909     3    29       403.1920       0.155523
  1909     3    30       369.7360       0.156121
  1909     3    31       284.4320       0.156638
  1909     4     1       294.6480       0.155993
  1909     4     2       404.7200       0.154740
  1909     4     3       482.7840       0.153795
  1909     4     4       512.9600       0.153865
  1909     4     5       474.2160       0.152850
  1909     4     6       298.3200       0.152638
  1909     4     7       191.4240       0.152724
  1909     4     8        86.7440       0.152611
  1909     4     9        23.0960       0.152652
  1909     4    10        13.8320       0.152589
  1909     4    11         4.5680       0.152474
  1909     4    12         6.5360       0.151341
  1909     4    13         4.4160       0.151730
  1909     4    14         7.9760       0.151710
  1909     4    15        16.5200       0.151687
  1909     4    16        29.0960       0.151649
  1909     4    17        40.0720       0.151615
  1909     4    18        93.4080       0.152804
  1909     4    19       121.9520       0.153450
  1909     4    20       228.2800       0.153016
  1909     4    21       223.5040       0.153650
  1909     4    22       250.1120       0.153881
  1909     4    23       251.9440       0.154520
  1909     4    24       280.1520       0.154332
  1909     4    25       295.4560       0.153482
  1909     4    26       217.4880       0.153196
  1909     4    27       150.0960       0.152460
  1909     4    28        77.0480       0.152190
  1909     4    29        42.2400       0.152183
  1909     4    30       142.9760       0.152036
  1909     5     1       183.4800       0.152753
  1909     5     2       132.6480       0.153016
  1909     5     3       101.5360       0.153177
  1909     5     4        63.9760       0.152824
  1909     5     5        55.3440       0.152573
  1909     5     6        60.3120       0.152122
  1909     5     7       103.9280       0.152377
  1909     5     8       235.5680       0.152121
  1909     5     9       279.0160       0.152685
  1909     5    10       398.6800       0.152327
  1909     5    11       426.4800       0.152323
  1909     5    12       400.0880       0.152257
  1909     5    13       543.2241       0.152231
  1909     5    14       470.0640       0.152397
  1909     5    15       400.2640       0.152303
  1909     5    16       346.3280       0.152165
  1909     5    17       205.4960       0.152079
  1909     5    18       121.9360       0.151627
  1909     5    19        65.5680       0.151030
  1909     5    20        32.0560       0.152344
  1909     5    21        59.2240       0.152483
  1909     5    22        67.4480       0.152320
  1909     5    23        83.4560       0.152564
  1909     5    24       148.8400       0.152535
  1909     5    25       104.4080       0.151906
  1909     5    26        71.2320       0.151796
  1909     5    27        56.0240       0.151641
  1909     5    28        45.3280       0.151540
  1909     5    29        35.0400       0.151741
  1909     5    30        31.1200       0.151640
  1909     5    31         9.2800       0.151143
  1909     6     1         5.9520       0.150867
  1909     6     2         2.2000       0.150803
  1909     6     3         0.0000       0.150883
  1909     6     4         9.6240       0.150923
  1909     6     5       145.2000       0.150296
  1909     6     6       220.3520       0.151139
  1909     6     7       193.5600       0.151524
  1909     6     8       140.9440       0.152098
  1909     6     9        91.9840       0.151790
  1909     6    10        68.8880       0.151834
  1909     6    11        56.2240       0.151869
  1909     6    12        43.7440       0.151442
  1909     6    13        49.3440       0.150963
  1909     6    14        32.1840       0.150913
  1909     6    15        17.9040       0.151363
  1909     6    16       299.2320       0.151617
  1909     6    17       206.3760       0.152179
  1909     6    18       158.7040       0.152433
  1909     6    19       105.1840       0.152535
  1909     6    20        24.1520       0.152585
  1909     6    21        10.5120       0.151911
  1909     6    22        59.2240       0.151585
  1909     6    23        93.5760       0.151571
  1909     6    24        93.3360       0.151664
  1909     6    25        71.5520       0.151926
  1909     6    26        72.4240       0.151078
  1909     6    27       101.3280       0.151631
  1909     6    28        95.6800       0.152062
  1909     6    29        92.4880       0.152280
  1909     6    30        79.1200       0.152595
  1909     7     1        98.3360       0.151627
  1909     7     2        78.2240       0.151329
  1909     7     3        66.5120       0.151072
  1909     7     4        50.9520       0.151018
  1909     7     5        28.1920       0.150958
  1909     7     6        32.5600       0.150951
  1909     7     7         4.6560       0.150944
  1909     7     8        11.9200       0.151649
  1909     7     9        10.1280       0.151296
  1909     7    10         6.8400       0.150872
  1909     7    11         0.0000       0.150905
  1909     7    12        25.2480       0.150990
  1909     7    13        13.6880       0.150419
  1909     7    14        24.4800       0.151272
  1909     7    15        16.4080       0.151210
  1909     7    16        41.0720       0.151401
  1909     7    17        99.7280       0.151797
  1909     7    18       110.8240       0.151585
  1909     7    19       290.4480       0.151685
  1909     7    20       388.3520       0.152551
  1909     7    21       469.0960       0.154489
  1909     7    22       739.4240       0.153634
  1909     7    23       820.5920       0.153290
  1909     7    24       806.7200       0.154213
  1909     7    25       638.5120       0.153718
  1909     7    26       498.7040       0.153446
  1909     7    27       364.8240       0.153417
  1909     7    28       268.1200       0.153474
  1909     7    29       160.5600       0.152555
  1909     7    30        63.6240       0.151895
  1909     7    31        53.0880       0.151736
  1909     8     1        63.0960       0.151634
  1909     8     2        73.1040       0.152093
  1909     8     3        59.6240       0.152206
  1909     8     4        70.0400       0.152573
  1909     8     5       107.1200       0.152739
  1909     8     6       103.2160       0.152546
  1909     8     7        86.8480       0.151889
  1909     8     8        42.7600       0.151836
  1909     8     9        17.2320       0.151776
  1909     8    10        47.9200       0.151208
  1909     8    11        46.2880       0.151121
  1909     8    12        66.6160       0.151594
  1909     8    13        35.6640       0.151807
  1909     8    14        39.6720       0.153035
  1909     8    15        43.7520       0.153085
  1909     8    16        42.2960       0.153569
  1909     8    17        44.0800       0.153890
  1909     8    18        67.7280       0.153813
  1909     8    19        49.5280       0.153030
  1909     8    20        45.5760       0.151934
  1909     8    21        24.3600       0.152775
  1909     8    22        15.3840       0.151998
  1909     8    23        10.9360       0.152036
  1909     8    24        13.8800       0.151806
  1909     8    25        14.9760       0.151787
  1909     8    26        18.8960       0.151978
  1909     8    27        19.1360       0.151513
  1909     8    28         0.0000       0.151702
  1909     8    29        17.4160       0.151534
  1909     8    30        25.2640       0.151561
  1909     8    31        14.7360       0.151586
  1909     9     1        30.7440       0.152220
  1909     9     2        54.8640       0.152501
  1909     9     3        48.5040       0.151799
  1909     9     4        42.7600       0.151654
  1909     9     5        50.1760       0.151612
  1909     9     6        84.6000       0.151719
  1909     9     7       178.6880       0.152398
  1909     9     8       293.4800       0.152771
  1909     9     9       664.6240       0.152772
  1909     9    10       536.7360       0.152442
  1909     9    11       499.1920       0.152425
  1909     9    12       436.0000       0.152372
  1909     9    13       230.2000       0.152765
  1909     9    14        50.4560       0.153732
  1909     9    15         3.9600       0.153584
  1909     9    16        15.8080       0.152576
  1909     9    17        41.4320       0.152338
  1909     9    18        57.7760       0.152417
  1909     9    19        82.2480       0.151949
  1909     9    20       134.2480       0.152581
  1909     9    21       230.8080       0.152397
  1909     9    22       280.9280       0.152657
  1909     9    23       347.6720       0.152807
  1909     9    24       421.0880       0.153310
  1909     9    25       376.6720       0.153351
  1909     9    26       409.5120       0.153293
  1909     9    27       294.0240       0.152995
  1909     9    28       230.3600       0.152647
  1909     9    29       194.7680       0.152600
  1909     9    30       243.0240       0.154028
  1909    10     1       271.7520       0.153837
  1909    10     2       382.9120       0.153237
  1909    10     3       487.4240       0.153452
  1909    10     4       487.2800       0.154420
  1909    10     5       441.3840       0.154421
  1909    10     6       369.2480       0.153864
  1909    10     7       327.5040       0.154975
  1909    10     8       438.8320       0.155529
  1909    10     9       530.7520       0.155238
  1909    10    10       515.9360       0.154957
  1909    10    11       748.4800       0.155228
  1909    10    12       571.5440       0.155109
  1909    10    13       516.5840       0.153979
  1909    10    14       466.4720       0.154688
  1909    10    15       329.8240       0.155294
  1909    10    16       359.1600       0.155591
  1909    10    17       174.9040       0.155878
  1909    10    18       207.2160       0.155490
  1909    10    19       186.6800       0.154336
  1909    10    20       112.2240       0.154300
  1909    10    21        93.8400       0.154354
  1909    10    22        77.3360       0.153892
  1909    10    23        50.7760       0.153322
  1909    10    24        54.3280       0.153116
  1909    10    25        68.2000       0.153360
  1909    10    26        93.0320       0.153513
  1909    10    27        74.8720       0.154527
  1909    10    28        90.0320       0.154518
  1909    10    29       109.1360       0.153794
  1909    10    30       151.2800       0.153638
  1909    10    31       172.2320       0.153447
  1909    11     1       282.2640       0.154285
  1909    11     2       368.5040       0.154465
  1909    11     3       297.5520       0.155205
  1909    11     4       242.9040       0.155123
  1909    11     5       223.3680       0.155411
  1909    11     6       331.8320       0.156011
  1909    11     7       267.0640       0.156407
  1909    11     8       174.7680       0.156547
  1909    11     9       106.8960       0.155223
  1909    11    10        67.0080       0.154756
  1909    11    11        38.2640       0.154136
  1909    11    12        47.1920       0.153667
  1909    11    13        91.8560       0.153739
  1909    11    14       132.1440       0.153608
  1909    11    15       171.0400       0.153363
  1909    11    16       142.6960       0.154081
  1909    11    17       184.5920       0.154133
  1909    11    18       154.0400       0.153677
  1909    11    19       205.4640       0.153422
  1909    11    20       189.8880       0.153659
  1909    11    21       133.8480       0.153901
  1909    11    22       202.6240       0.154397
  1909    11    23       221.7920       0.154785
  1909    11    24       270.3600       0.154752
  1909    11    25       332.5680       0.154975
  1909    11    26       453.9200       0.154695
  1909    11    27       623.0161       0.154809
  1909    11    28       688.4800       0.155272
  1909    11    29       833.4401       0.155128
  1909    11    30      1043.3920       0.155243
  1909    12     1       811.1840       0.155711
  1909    12     2       623.3040       0.156239
  1909    12     3       437.5280       0.156786
  1909    12     4       217.7440       0.156721
  1909    12     5       173.5840       0.156353
  1909    12     6       133.8880       0.155019
  1909    12     7       109.6000       0.153989
  1909    12     8        34.9040       0.153317
  1909    12     9        12.8240       0.153472
  1909    12    10        12.2320       0.152459
  1909    12    11         3.8560       0.152300
  1909    12    12         0.0000       0.152095
  1909    12    13         1.8720       0.151998
  1909    12    14         7.0480       0.151394
  1909    12    15       103.3280       0.152155
  1909    12    16       202.3600       0.152095
  1909    12    17       271.8640       0.152065
  1909    12    18       355.7680       0.152029
  1909    12    19       362.7680       0.152861
  1909    12    20       434.4080       0.153850
  1909    12    21       397.0800       0.154891
  1909    12    22       367.0160       0.155111
  1909    12    23       313.0880       0.155431
  1909    12    24       288.4080       0.155748
  1909    12    25       331.1360       0.156679
  1909    12    26       369.3840       0.156236
  1909    12    27       392.3040       0.155840
  1909    12    28       448.7920       0.155751
  1909    12    29       474.0640       0.155915
  1909    12    30       590.5120       0.155895
  1909    12    31       555.6320       0.155683
  1910     1     1       566.4320       0.155834
  1910     1     2       408.8560       0.154568
  1910     1     3       363.9680       0.155081
  1910     1     4       278.4400       0.153977
  1910     1     5       134.1840       0.153792
  1910     1     6        75.3840       0.153138
  1910     1     7        30.9120       0.152629
  1910     1     8        45.4320       0.152532
  1910     1     9        22.4640       0.152483
  1910     1    10        14.9680       0.152733
  1910     1    11        33.9840       0.152220
  1910     1    12        57.9520       0.151706
  1910     1    13        70.3280       0.151638
  1910     1    14        82.6000       0.151566
  1910     1    15        74.6640       0.151548
  1910     1    16        69.0240       0.151538
  1910     1    17        60.2400       0.151509
  1910     1    18        52.5600       0.151475
  1910     1    19        42.4960       0.151499
  1910     1    20        40.9760       0.151468
  1910     1    21        40.9200       0.152197
  1910     1    22        75.9680       0.152514
  1910     1    23       108.0640       0.152924
  1910     1    24       175.3520       0.153536
  1910     1    25       193.3760       0.153641
  1910     1    26       173.3760       0.153869
  1910     1    27       248.0160       0.153501
  1910     1    28       232.0080       0.153798
  1910     1    29       183.7360       0.153536
  1910     1    30       142.8480       0.152880
  1910     1    31       116.5840       0.152937
  1910     2     1        67.7760       0.152791
  1910     2     2        29.4080       0.152742
  1910     2     3        15.1120       0.152398
  1910     2     4         0.0000       0.151842
  1910     2     5         0.0000       0.151245
  1910     2     6         0.0000       0.150542
  1910     2     7         0.0000       0.150549
  1910     2     8         0.0000       0.150544
  1910     2     9         0.0000       0.150521
  1910     2    10        37.4880       0.150487
  1910     2    11        74.9760       0.150450
  1910     2    12       170.6960       0.151118
  1910     2    13       241.2800       0.151072
  1910     2    14       288.8560       0.151115
  1910     2    15       309.6800       0.151359
  1910     2    16       378.1360       0.151708
  1910     2    17       384.8320       0.151905
  1910     2    18       352.6080       0.151715
  1910     2    19       353.7600       0.152266
  1910     2    20       430.4720       0.152198
  1910     2    21       407.3040       0.152190
  1910     2    22       408.8160       0.152161
  1910     2    23       518.2241       0.152734
  1910     2    24       592.3040       0.152858
  1910     2    25       572.7440       0.152531
  1910     2    26       414.9520       0.151967
  1910     2    27       225.5840       0.152020
  1910     2    28       145.2160       0.151559
  1910     3     1        50.2960       0.151249
  1910     3     2        95.5360       0.151339
  1910     3     3       172.6080       0.151891
  1910     3     4       172.2800       0.151180
  1910     3     5       240.7520       0.151078
  1910     3     6       165.4160       0.151435
  1910     3     7       110.9920       0.151893
  1910     3     8        47.0000       0.150463
  1910     3     9        32.2640       0.150456
  1910     3    10        73.6640       0.151007
  1910     3    11       120.5440       0.150947
  1910     3    12       113.2880       0.151151
  1910     3    13       102.4240       0.151143
  1910     3    14        92.8320       0.151129
  1910     3    15        92.1120       0.150958
  1910     3    16       103.1280       0.150577
  1910     3    17        98.1680       0.151007
  1910     3    18       101.9440       0.151085
  1910     3    19        69.0480       0.150961
  1910     3    20        38.2800       0.150933
  1910     3    21        48.0560       0.150912
  1910     3    22         6.1120       0.150952
  1910     3    23        13.0720       0.150836
  1910     3    24        31.6800       0.150212
  1910     3    25        73.1360       0.150461
  1910     3    26        63.1440       0.150557
  1910     3    27        64.0400       0.151178
  1910     3    28        59.2320       0.150994
  1910     3    29        56.9360       0.150819
  1910     3    30        50.6480       0.150695
  1910     3    31        31.8880       0.150316
  1910     4     1        24.5760       0.150350
  1910     4     2        15.5040       0.150380
  1910     4     3         4.8800       0.150417
  1910     4     4         0.0000       0.150424
  1910     4     5         0.0000       0.150391
  1910     4     6         0.0000       0.149730
  1910     4     7         0.0000       0.149726
  1910     4     8         0.0000       0.149717
  1910     4     9         4.0560       0.149704
  1910     4    10        14.0480       0.149693
  1910     4    11        37.4640       0.149673
  1910     4    12        41.3520       0.150367
  1910     4    13        19.1440       0.150863
  1910     4    14        23.1680       0.150695
  1910     4    15        35.9200       0.150318
  1910     4    16        93.3920       0.150499
  1910     4    17        38.3120       0.151352
  1910     4    18        30.8320       0.151436
  1910     4    19         4.4080       0.150708
  1910     4    20        17.7360       0.150645
  1910     4    21        12.5600       0.150230
  1910     4    22         9.8880       0.150269
  1910     4    23         7.2160       0.150210
  1910     4    24         3.2160       0.150255
  1910     4    25         0.0000       0.150249
  1910     4    26         4.4240       0.150187
  1910     4    27         0.0000       0.149434
  1910     4    28         0.0000       0.149425
  1910     4    29        28.3600       0.149442
  1910     4    30        32.0320       0.149436
  1910     5     1        72.2320       0.150191
