Facular and Sunspot Indices from calc_spot_fac_history.pro
Spot Index is Sunspot Blocking Function
Facular Index is on GOME Mg index scale
Tue Nov 11 17:02:23 2014
  YEAR  MONTH    DAY       SPOT          FAC
  1882     1     1        66.1600       0.152806
  1882     1     2       102.9600       0.153409
  1882     1     3       154.6200       0.153147
  1882     1     4        63.1500       0.153086
  1882     1     5       151.0200       0.152311
  1882     1     6       211.8400       0.152407
  1882     1     7       198.2100       0.153416
  1882     1     8        85.5800       0.153566
  1882     1     9        26.8800       0.152841
  1882     1    10        69.0250       0.152628
  1882     1    11       111.1700       0.152926
  1882     1    12       153.3150       0.153171
  1882     1    13       195.4600       0.153003
  1882     1    14       136.5900       0.153551
  1882     1    15       107.5200       0.153905
  1882     1    16       120.3800       0.153760
  1882     1    17       108.3400       0.153208
  1882     1    18        86.4800       0.152708
  1882     1    19       120.8700       0.152933
  1882     1    20       125.7300       0.153565
  1882     1    21       155.9600       0.153898
  1882     1    22       131.6600       0.153681
  1882     1    23       138.4300       0.153709
  1882     1    24       177.5400       0.153676
  1882     1    25       130.8600       0.153639
  1882     1    26       164.9700       0.153401
  1882     1    27       173.5600       0.153571
  1882     1    28       269.8000       0.153826
  1882     1    29       204.4700       0.154031
  1882     1    30       187.1600       0.154190
  1882     1    31       183.4600       0.154140
  1882     2     1       205.9600       0.153941
  1882     2     2       221.9600       0.154089
  1882     2     3       180.0800       0.153781
  1882     2     4       168.0100       0.154388
  1882     2     5       176.6500       0.154175
  1882     2     6       223.9200       0.154419
  1882     2     7       389.5100       0.154714
  1882     2     8       507.8600       0.154055
  1882     2     9       461.9300       0.154272
  1882     2    10       490.5900       0.154451
  1882     2    11       407.7900       0.154472
  1882     2    12       471.8200       0.154607
  1882     2    13       388.6600       0.154831
  1882     2    14       505.9800       0.155519
  1882     2    15       554.3000       0.155449
  1882     2    16       455.8000       0.155222
  1882     2    17       349.9100       0.155662
  1882     2    18       310.3200       0.155907
  1882     2    19       174.0300       0.155384
  1882     2    20       185.0900       0.154857
  1882     2    21       187.6800       0.154329
  1882     2    22       194.0000       0.154206
  1882     2    23       120.6200       0.154135
  1882     2    24       103.0400       0.154667
  1882     2    25        73.5900       0.154704
  1882     2    26        43.4800       0.154847
  1882     2    27        42.6800       0.154526
  1882     2    28        43.9400       0.153588
  1882     3     1        70.3200       0.153420
  1882     3     2       149.7500       0.153659
  1882     3     3       313.5200       0.153534
  1882     3     4       378.9400       0.153355
  1882     3     5       269.5800       0.153480
  1882     3     6       302.3000       0.154152
  1882     3     7       314.0400       0.154704
  1882     3     8       379.6200       0.154548
  1882     3     9       409.5600       0.154444
  1882     3    10       411.5000       0.155621
  1882     3    11       507.8900       0.155980
  1882     3    12       487.6300       0.156172
  1882     3    13       488.1700       0.156515
  1882     3    14       418.0900       0.155947
  1882     3    15       237.2900       0.155435
  1882     3    16       204.2700       0.155582
  1882     3    17       202.8600       0.155478
  1882     3    18       234.1000       0.155330
  1882     3    19       270.9600       0.154162
  1882     3    20       504.4400       0.153759
  1882     3    21       732.5800       0.154274
  1882     3    22       726.0900       0.154739
  1882     3    23       694.2900       0.155263
  1882     3    24       535.4700       0.155326
  1882     3    25       603.7300       0.155443
  1882     3    26       587.2500       0.155615
  1882     3    27       450.1100       0.155321
  1882     3    28       312.2100       0.154871
  1882     3    29       246.3500       0.154620
  1882     3    30       227.4200       0.154923
  1882     3    31       205.2900       0.155378
  1882     4     1       155.0300       0.156033
  1882     4     2       144.3500       0.155873
  1882     4     3       154.7000       0.156468
  1882     4     4       275.6900       0.156298
  1882     4     5       286.7800       0.155968
  1882     4     6       343.9900       0.155525
  1882     4     7       366.1700       0.155087
  1882     4     8       346.1300       0.155718
  1882     4     9       216.3300       0.156083
  1882     4    10       167.3100       0.156040
  1882     4    11       467.9400       0.155916
  1882     4    12       386.4300       0.156051
  1882     4    13       598.4500       0.156546
  1882     4    14      1107.5000       0.156182
  1882     4    15      1024.6700       0.155715
  1882     4    16      1586.7700       0.156107
  1882     4    17      2232.3999       0.156498
  1882     4    18      2595.1899       0.156783
  1882     4    19      2253.8999       0.156511
  1882     4    20      2238.3401       0.156354
  1882     4    21      2114.4399       0.156149
  1882     4    22      1096.6899       0.155895
  1882     4    23       808.1500       0.155744
  1882     4    24       448.0900       0.155544
  1882     4    25       196.8900       0.155239
  1882     4    26       125.5900       0.154015
  1882     4    27       150.4100       0.153951
  1882     4    28       120.0000       0.153583
  1882     4    29        44.0900       0.154129
  1882     4    30        47.2200       0.153649
  1882     5     1        89.0100       0.153162
  1882     5     2       158.2900       0.153133
  1882     5     3       190.0600       0.153203
  1882     5     4       177.0800       0.153630
  1882     5     5       324.8900       0.153507
  1882     5     6       476.0600       0.153593
  1882     5     7       576.4100       0.153830
  1882     5     8       669.0400       0.153770
  1882     5     9       620.5500       0.154337
  1882     5    10       741.2000       0.154659
  1882     5    11       677.1300       0.155180
  1882     5    12       809.4100       0.155599
  1882     5    13       891.1600       0.155205
  1882     5    14      1190.5400       0.155666
  1882     5    15      1286.8900       0.155563
  1882     5    16      1585.6700       0.155454
  1882     5    17      1682.5601       0.154934
  1882     5    18      1772.4500       0.154974
  1882     5    19      1289.3800       0.154659
  1882     5    20      1058.0100       0.154130
  1882     5    21       809.4100       0.153948
  1882     5    22       529.3100       0.153760
  1882     5    23       332.3800       0.153370
  1882     5    24       213.7400       0.152972
  1882     5    25       105.0900       0.152629
  1882     5    26        60.4800       0.152239
  1882     5    27        80.4700       0.152526
  1882     5    28        88.2800       0.152416
  1882     5    29       143.9000       0.151895
  1882     5    30       181.7000       0.151928
  1882     5    31       216.2100       0.152931
  1882     6     1       204.1700       0.152916
  1882     6     2       222.1300       0.152798
  1882     6     3       204.3500       0.152879
  1882     6     4       180.4400       0.152667
  1882     6     5       138.7800       0.152812
  1882     6     6       122.5000       0.152691
  1882     6     7        77.9900       0.152461
  1882     6     8        42.0200       0.152219
  1882     6     9        76.5000       0.152133
  1882     6    10        79.8400       0.152298
  1882     6    11       217.1900       0.152718
  1882     6    12       304.6900       0.152480
  1882     6    13       325.4100       0.152393
  1882     6    14       545.9900       0.152312
  1882     6    15       544.0200       0.152383
  1882     6    16       596.7900       0.152267
  1882     6    17       582.4000       0.152248
  1882     6    18       412.6400       0.152083
  1882     6    19       301.4200       0.152215
  1882     6    20       312.6900       0.152251
  1882     6    21       202.4900       0.152345
  1882     6    22       179.6400       0.152399
  1882     6    23       150.5100       0.152147
  1882     6    24        81.4500       0.152299
  1882     6    25        75.6700       0.152856
  1882     6    26        74.9100       0.152800
  1882     6    27       271.0900       0.153301
  1882     6    28       512.6100       0.153493
  1882     6    29       433.1200       0.153828
  1882     6    30       433.7500       0.154005
  1882     7     1       467.9600       0.154449
  1882     7     2       274.5000       0.154786
  1882     7     3       253.4000       0.154274
  1882     7     4       191.5300       0.153701
  1882     7     5       154.4000       0.153477
  1882     7     6        59.2700       0.152806
  1882     7     7        38.9300       0.152343
  1882     7     8        17.3800       0.152180
  1882     7     9        23.6200       0.151558
  1882     7    10        29.8600       0.151248
  1882     7    11        73.2600       0.151297
  1882     7    12       169.1100       0.151506
  1882     7    13       138.2700       0.151207
  1882     7    14       184.9900       0.151520
  1882     7    15       313.4700       0.151588
  1882     7    16       297.6500       0.152634
  1882     7    17       295.3900       0.152971
  1882     7    18       387.2400       0.153346
  1882     7    19       371.7400       0.153268
  1882     7    20       349.3100       0.153743
  1882     7    21       369.4700       0.153592
  1882     7    22       300.8600       0.153490
  1882     7    23       276.3300       0.153546
  1882     7    24       205.4800       0.154461
  1882     7    25        82.4500       0.153906
  1882     7    26        94.7800       0.153403
  1882     7    27        88.0900       0.153151
  1882     7    28        43.2500       0.152493
  1882     7    29       112.3800       0.152397
  1882     7    30       149.7800       0.152191
  1882     7    31       211.6000       0.151988
  1882     8     1       276.3400       0.151832
  1882     8     2       315.4800       0.151626
  1882     8     3       237.6600       0.152030
  1882     8     4       199.3500       0.151523
  1882     8     5       124.7100       0.151878
  1882     8     6        60.9100       0.151382
  1882     8     7        31.5550       0.151440
  1882     8     8         2.2000       0.151409
  1882     8     9        51.8900       0.151530
  1882     8    10       202.8500       0.151651
  1882     8    11       409.0700       0.152584
  1882     8    12       353.8000       0.152702
  1882     8    13       263.2400       0.152773
  1882     8    14       187.5400       0.152692
  1882     8    15       150.7300       0.152605
  1882     8    16        85.2200       0.152621
  1882     8    17        64.2800       0.152232
  1882     8    18        86.2100       0.152046
  1882     8    19       184.8600       0.151897
  1882     8    20       501.7400       0.153357
  1882     8    21       594.1600       0.153526
  1882     8    22       817.1300       0.154145
  1882     8    23       740.2200       0.153605
  1882     8    24       625.0300       0.153076
  1882     8    25       490.2100       0.153665
  1882     8    26       358.8300       0.153657
  1882     8    27       280.5100       0.153348
  1882     8    28       210.4200       0.152837
  1882     8    29       158.1200       0.152793
  1882     8    30       105.4200       0.153209
  1882     8    31        39.9800       0.153574
  1882     9     1        61.2700       0.153281
  1882     9     2       323.3200       0.153142
  1882     9     3       356.3100       0.153567
  1882     9     4       517.9000       0.154349
  1882     9     5       944.7000       0.154864
  1882     9     6       626.2200       0.153751
  1882     9     7       403.5900       0.153391
  1882     9     8       210.4500       0.153030
  1882     9     9       154.3400       0.152764
  1882     9    10       108.0100       0.152547
  1882     9    11        64.0500       0.152786
  1882     9    12        53.6200       0.152676
  1882     9    13        96.2900       0.152611
  1882     9    14       177.7100       0.152814
  1882     9    15       280.6600       0.152516
  1882     9    16       268.1700       0.152369
  1882     9    17       383.2000       0.152335
  1882     9    18       524.0200       0.151737
  1882     9    19       401.4500       0.152211
  1882     9    20       337.3300       0.152182
  1882     9    21       291.8900       0.152251
  1882     9    22       235.8700       0.152267
  1882     9    23       184.5800       0.152334
  1882     9    24       109.1400       0.152614
  1882     9    25       323.2400       0.153301
  1882     9    26       436.2300       0.153077
  1882     9    27       640.3000       0.154020
  1882     9    28       885.2300       0.154198
  1882     9    29      1010.2900       0.154231
  1882     9    30      1245.3199       0.154209
  1882    10     1      1351.8700       0.154279
  1882    10     2      1190.0900       0.154297
  1882    10     3      1000.2000       0.154515
  1882    10     4       802.2300       0.154583
  1882    10     5       494.3700       0.154605
  1882    10     6       287.2300       0.155196
  1882    10     7        69.6700       0.155540
  1882    10     8        25.5100       0.154673
  1882    10     9        10.1600       0.153709
  1882    10    10        20.5100       0.152318
  1882    10    11        31.2900       0.152143
  1882    10    12        66.1300       0.152255
  1882    10    13       128.7900       0.152874
  1882    10    14       201.1600       0.152529
  1882    10    15       245.1100       0.153079
  1882    10    16       377.5600       0.152810
  1882    10    17       399.7000       0.152794
  1882    10    18       615.2400       0.152986
  1882    10    19       631.0400       0.152978
  1882    10    20       693.2200       0.152972
  1882    10    21       543.8500       0.153170
  1882    10    22       545.0700       0.153326
  1882    10    23       915.8000       0.153837
  1882    10    24       799.7100       0.154138
  1882    10    25       936.4300       0.154069
  1882    10    26       874.3000       0.153990
  1882    10    27       758.5800       0.153670
  1882    10    28       732.4000       0.153454
  1882    10    29       982.5400       0.153244
  1882    10    30       807.8700       0.153037
  1882    10    31       845.6900       0.152880
  1882    11     1       665.0000       0.153386
  1882    11     2       560.4300       0.153791
  1882    11     3       436.6500       0.154394
  1882    11     4       416.7700       0.154696
  1882    11     5       437.0000       0.154185
  1882    11     6       489.3500       0.154338
  1882    11     7       460.5800       0.154081
  1882    11     8       629.8100       0.154138
  1882    11     9       751.7200       0.154292
  1882    11    10       528.3500       0.154100
  1882    11    11       803.4600       0.153552
  1882    11    12       599.9100       0.153985
  1882    11    13       614.6300       0.154366
  1882    11    14       758.7600       0.154856
  1882    11    15       963.5200       0.154566
  1882    11    16      1292.4800       0.154635
  1882    11    17      1620.3900       0.154338
  1882    11    18      1947.1700       0.154948
  1882    11    19      1899.2700       0.154740
  1882    11    20      1427.0300       0.154783
  1882    11    21      1047.4900       0.154761
  1882    11    22      1033.9700       0.154693
  1882    11    23       786.5200       0.154578
  1882    11    24       568.3100       0.154914
  1882    11    25       571.7300       0.155804
  1882    11    26       523.1400       0.155978
  1882    11    27       680.1800       0.156361
  1882    11    28       754.1300       0.156559
  1882    11    29       577.0100       0.156312
  1882    11    30       486.4700       0.156279
  1882    12     1       344.9800       0.155431
  1882    12     2        98.6300       0.155094
  1882    12     3        21.5100       0.154445
  1882    12     4        17.5700       0.153500
  1882    12     5        13.6300       0.153011
  1882    12     6        24.0600       0.152630
  1882    12     7        32.7200       0.152497
  1882    12     8        48.3700       0.152858
  1882    12     9       155.2800       0.153270
  1882    12    10       167.7200       0.153888
  1882    12    11       192.1000       0.154354
  1882    12    12       236.9200       0.154008
  1882    12    13       227.7400       0.153803
  1882    12    14       189.3400       0.153498
  1882    12    15       244.1900       0.152991
  1882    12    16       241.8300       0.153094
  1882    12    17       198.5000       0.152944
  1882    12    18       106.3200       0.153042
  1882    12    19       141.4000       0.153039
  1882    12    20       112.1400       0.152846
  1882    12    21        62.6400       0.153278
  1882    12    22        88.8800       0.153253
  1882    12    23        37.7600       0.153011
  1882    12    24        76.7300       0.153264
  1882    12    25        45.6000       0.152962
  1882    12    26        55.7600       0.153169
  1882    12    27        11.1300       0.152813
  1882    12    28       103.7500       0.152911
  1882    12    29       126.6100       0.153111
  1882    12    30       232.2100       0.153764
  1882    12    31       430.3200       0.153705
  1883     1     1       482.7280       0.155126
  1883     1     2       657.0720       0.155171
  1883     1     3       605.1120       0.155916
  1883     1     4       583.0480       0.155030
  1883     1     5       563.7600       0.155106
  1883     1     6       390.7440       0.154969
  1883     1     7       262.1200       0.154536
  1883     1     8        81.9280       0.154198
  1883     1     9        72.6000       0.153710
  1883     1    10       132.7920       0.152617
  1883     1    11       118.9200       0.152945
  1883     1    12       177.3440       0.153376
  1883     1    13       310.4800       0.153042
  1883     1    14       434.5360       0.152550
  1883     1    15       453.8400       0.152651
  1883     1    16       669.4560       0.153256
  1883     1    17       640.2160       0.154061
  1883     1    18       608.2241       0.153759
  1883     1    19       539.4160       0.153321
  1883     1    20       354.9520       0.153037
  1883     1    21       201.3920       0.153122
  1883     1    22       157.2160       0.153211
  1883     1    23        76.6080       0.153611
  1883     1    24        36.6000       0.154182
  1883     1    25        52.4640       0.154295
  1883     1    26       111.5040       0.153953
  1883     1    27       115.8960       0.152904
  1883     1    28        97.8320       0.153016
  1883     1    29       121.8960       0.153323
  1883     1    30       121.6160       0.153424
  1883     1    31        62.4480       0.153569
  1883     2     1       116.3840       0.153212
  1883     2     2       140.6800       0.153620
  1883     2     3       212.4560       0.153722
  1883     2     4       209.7440       0.153679
  1883     2     5       220.4000       0.153433
  1883     2     6       296.3120       0.152732
  1883     2     7       349.2080       0.152637
  1883     2     8       352.2560       0.153608
  1883     2     9       578.2800       0.154642
  1883     2    10       515.5920       0.155213
  1883     2    11       443.3520       0.154567
  1883     2    12       444.9200       0.154032
  1883     2    13       527.0480       0.154667
  1883     2    14       493.5280       0.154389
  1883     2    15       581.1120       0.154007
  1883     2    16       464.3200       0.153627
  1883     2    17       413.1840       0.153858
  1883     2    18       323.4160       0.153577
  1883     2    19       271.6720       0.153234
  1883     2    20       149.7280       0.153498
  1883     2    21        91.2480       0.153282
  1883     2    22        64.4720       0.152761
  1883     2    23         0.0000       0.152590
  1883     2    24        12.8800       0.152229
  1883     2    25        15.8160       0.151357
  1883     2    26        86.1280       0.151703
  1883     2    27        99.4560       0.151963
  1883     2    28        80.7920       0.151869
  1883     3     1        53.8080       0.152083
  1883     3     2        17.7440       0.152355
  1883     3     3         6.3520       0.152265
  1883     3     4         2.4800       0.151918
  1883     3     5         0.0000       0.151885
  1883     3     6         9.8840       0.151301
  1883     3     7        19.7680       0.151325
  1883     3     8        54.1440       0.151552
  1883     3     9        41.3280       0.152471
  1883     3    10        75.0240       0.153698
  1883     3    11        90.8480       0.153709
  1883     3    12       196.5600       0.154030
  1883     3    13       260.9200       0.154079
  1883     3    14       250.9440       0.153922
  1883     3    15       247.9360       0.154519
  1883     3    16       261.5600       0.153847
  1883     3    17       273.7200       0.153679
  1883     3    18       304.0000       0.153863
  1883     3    19       327.0240       0.153554
  1883     3    20       311.3920       0.153296
  1883     3    21       342.0560       0.153596
  1883     3    22       483.7680       0.153651
  1883     3    23       465.3040       0.153659
  1883     3    24       524.1600       0.153718
  1883     3    25       313.1920       0.153464
  1883     3    26       265.0320       0.153412
  1883     3    27       171.3600       0.153561
  1883     3    28       213.4720       0.153564
  1883     3    29       289.7680       0.153465
  1883     3    30       335.2000       0.153472
  1883     3    31       396.3600       0.154179
  1883     4     1       489.8720       0.154067
  1883     4     2       518.6320       0.154197
  1883     4     3       564.3840       0.154783
  1883     4     4       480.4720       0.155060
  1883     4     5       638.7040       0.154828
  1883     4     6       667.8960       0.154804
  1883     4     7       337.8880       0.154677
  1883     4     8       296.6640       0.154853
  1883     4     9       279.6800       0.154518
  1883     4    10       211.7520       0.154440
  1883     4    11       125.5360       0.154016
  1883     4    12       330.9920       0.153540
  1883     4    13       572.9680       0.153578
  1883     4    14       789.5600       0.153827
  1883     4    15       847.5600       0.153985
  1883     4    16       788.7440       0.153959
  1883     4    17       897.3520       0.153896
  1883     4    18       924.1600       0.154694
  1883     4    19       790.8240       0.154530
  1883     4    20       407.0160       0.154522
  1883     4    21       331.2800       0.154203
  1883     4    22       291.7120       0.153776
  1883     4    23       131.2800       0.154203
  1883     4    24        96.3120       0.154584
  1883     4    25       206.7920       0.154799
  1883     4    26       178.5920       0.154873
  1883     4    27       126.4480       0.155503
  1883     4    28       133.4400       0.154967
  1883     4    29       121.7440       0.154876
  1883     4    30        77.4720       0.154680
  1883     5     1        70.0320       0.154889
  1883     5     2        48.1680       0.153519
  1883     5     3        39.4480       0.153311
  1883     5     4        23.2080       0.153055
  1883     5     5        26.2560       0.153655
  1883     5     6        35.6960       0.153504
  1883     5     7        78.5280       0.152792
  1883     5     8       127.7040       0.152954
  1883     5     9       198.9520       0.153117
  1883     5    10       164.1920       0.153536
  1883     5    11       222.2080       0.154199
  1883     5    12       214.2080       0.154761
  1883     5    13       322.6080       0.154308
  1883     5    14       317.3040       0.154201
  1883     5    15       249.0880       0.153945
  1883     5    16       254.3280       0.153999
  1883     5    17       272.4480       0.154196
  1883     5    18       178.2560       0.153322
  1883     5    19       141.2800       0.153667
  1883     5    20        89.3680       0.153708
  1883     5    21        25.6960       0.154190
  1883     5    22         2.7520       0.153562
  1883     5    23        26.9680       0.152991
  1883     5    24         9.1600       0.151911
  1883     5    25         7.0080       0.152461
  1883     5    26         3.5040       0.152564
  1883     5    27         0.0000       0.152058
  1883     5    28         0.5880       0.151507
  1883     5    29         1.1760       0.151368
  1883     5    30         4.1760       0.151438
  1883     5    31        29.8960       0.152016
  1883     6     1       117.5600       0.151992
  1883     6     2       537.5840       0.152384
  1883     6     3       606.9360       0.152667
  1883     6     4       740.5120       0.153458
  1883     6     5       527.3600       0.154600
  1883     6     6       400.4400       0.155030
  1883     6     7       304.9120       0.155247
  1883     6     8       262.9840       0.155605
  1883     6     9       177.5600       0.155856
  1883     6    10       118.0000       0.155543
  1883     6    11       114.4480       0.155227
  1883     6    12       182.1040       0.154416
  1883     6    13       297.6800       0.154256
  1883     6    14       322.8080       0.153325
  1883     6    15       229.7840       0.153453
  1883     6    16       138.9040       0.153318
  1883     6    17       120.7360       0.153431
  1883     6    18       288.7760       0.153455
  1883     6    19       280.5440       0.154443
  1883     6    20       521.0480       0.154172
  1883     6    21       669.9040       0.154056
  1883     6    22       734.8160       0.153748
  1883     6    23       789.8960       0.153646
  1883     6    24       588.5040       0.153754
  1883     6    25       661.9680       0.153963
  1883     6    26       707.8880       0.153662
  1883     6    27       953.5920       0.154739
  1883     6    28      1190.3201       0.154492
  1883     6    29      1406.3600       0.154500
  1883     6    30      1505.7361       0.153909
  1883     7     1      1185.2161       0.154172
  1883     7     2      1079.6321       0.154016
  1883     7     3       901.6960       0.153405
  1883     7     4       691.2241       0.153394
  1883     7     5       500.9600       0.153686
  1883     7     6       351.1360       0.153222
  1883     7     7       343.9120       0.152713
  1883     7     8       298.9680       0.152672
  1883     7     9       307.1520       0.152676
  1883     7    10       354.4480       0.152070
  1883     7    11       462.1680       0.152632
  1883     7    12       490.0240       0.153254
  1883     7    13       656.1680       0.153737
  1883     7    14       665.2400       0.154588
  1883     7    15       660.6721       0.155384
  1883     7    16       524.0240       0.155261
  1883     7    17       559.9600       0.155611
  1883     7    18       682.4000       0.156523
  1883     7    19       969.3520       0.156767
  1883     7    20       944.8640       0.156748
  1883     7    21      1066.7760       0.156976
  1883     7    22      1098.2080       0.157310
  1883     7    23      1236.4160       0.156874
  1883     7    24      1353.5760       0.157044
  1883     7    25      1235.4401       0.156956
  1883     7    26       727.3760       0.156759
  1883     7    27       807.6640       0.155795
  1883     7    28       681.8160       0.155590
  1883     7    29       411.3680       0.154970
  1883     7    30       312.1760       0.154446
  1883     7    31       291.8800       0.153774
  1883     8     1       144.9440       0.154323
  1883     8     2        68.9600       0.154063
  1883     8     3        22.1920       0.153594
  1883     8     4        26.9740       0.153075
  1883     8     5        31.7560       0.152507
  1883     8     6        36.5380       0.152599
  1883     8     7        41.3200       0.152996
  1883     8     8        55.1040       0.152774
  1883     8     9        62.3520       0.153509
  1883     8    10       121.2400       0.153949
  1883     8    11       153.7120       0.153425
  1883     8    12       212.4400       0.153471
  1883     8    13       218.0000       0.153817
  1883     8    14       203.7680       0.154408
  1883     8    15       123.4240       0.153884
  1883     8    16       118.9520       0.153925
  1883     8    17       128.8720       0.153648
  1883     8    18       152.9440       0.153945
  1883     8    19       108.5200       0.155216
  1883     8    20        91.8640       0.155183
  1883     8    21       137.1680       0.154593
  1883     8    22       194.8320       0.154214
  1883     8    23       248.1600       0.153430
  1883     8    24       282.5920       0.153218
  1883     8    25       264.8080       0.153704
  1883     8    26       321.7280       0.154350
  1883     8    27       325.8560       0.154543
  1883     8    28       450.8560       0.154429
  1883     8    29       503.9760       0.154519
  1883     8    30       674.8400       0.154969
  1883     8    31       733.2160       0.155143
  1883     9     1       792.0240       0.155799
  1883     9     2       815.6560       0.155692
  1883     9     3       869.1680       0.156041
  1883     9     4       814.4800       0.155672
  1883     9     5       749.1040       0.156372
  1883     9     6       606.1040       0.156206
  1883     9     7       470.2480       0.155269
  1883     9     8       407.6320       0.154739
  1883     9     9       368.4560       0.154516
  1883     9    10       383.7920       0.154807
  1883     9    11       450.0800       0.154488
  1883     9    12       577.1520       0.154593
  1883     9    13       691.4160       0.154840
  1883     9    14       787.1280       0.155303
  1883     9    15       767.2080       0.155370
  1883     9    16       669.8320       0.155344
  1883     9    17       580.8240       0.154960
  1883     9    18       451.1280       0.154783
  1883     9    19       329.5760       0.154808
  1883     9    20       270.2160       0.154929
  1883     9    21       154.9200       0.154231
  1883     9    22       129.3040       0.153533
  1883     9    23        51.3120       0.152840
  1883     9    24        25.6560       0.153164
  1883     9    25         0.0000       0.153086
  1883     9    26         8.0480       0.153317
  1883     9    27        14.6000       0.152428
  1883     9    28        50.0480       0.152908
  1883     9    29        57.2400       0.153444
  1883     9    30        65.0240       0.153470
  1883    10     1        58.0080       0.154264
  1883    10     2       120.8400       0.153687
  1883    10     3       119.6000       0.153004
  1883    10     4       158.8000       0.153533
  1883    10     5       149.6320       0.153714
  1883    10     6       204.4160       0.153740
  1883    10     7       250.6080       0.154829
  1883    10     8       331.7680       0.155665
  1883    10     9       530.3120       0.156365
  1883    10    10       925.8481       0.156709
  1883    10    11      1043.6960       0.157161
  1883    10    12      1116.8640       0.156753
  1883    10    13      1358.3041       0.157879
  1883    10    14      1232.8881       0.157073
  1883    10    15      1446.3760       0.157332
  1883    10    16      1045.9921       0.157119
  1883    10    17       815.5280       0.156748
  1883    10    18       750.2800       0.156984
  1883    10    19       733.1600       0.156714
  1883    10    20       640.8320       0.155378
  1883    10    21       511.5520       0.153693
  1883    10    22       381.9840       0.154143
  1883    10    23       234.9840       0.154853
  1883    10    24       206.9680       0.154900
  1883    10    25       315.0560       0.155007
  1883    10    26       342.3600       0.155214
  1883    10    27       474.0560       0.155267
  1883    10    28       483.4080       0.155381
  1883    10    29       525.7280       0.155702
  1883    10    30       637.9440       0.156385
  1883    10    31       699.5360       0.156753
  1883    11     1       651.1201       0.157537
  1883    11     2       478.8800       0.157163
  1883    11     3       458.6000       0.158050
  1883    11     4       435.8400       0.158674
  1883    11     5       439.6240       0.158478
  1883    11     6       316.9840       0.158230
  1883    11     7       256.6080       0.157784
  1883    11     8       173.2560       0.157137
  1883    11     9       253.1040       0.156179
  1883    11    10       419.6400       0.156146
  1883    11    11       533.6000       0.155913
  1883    11    12       647.7520       0.155786
  1883    11    13       845.8880       0.155561
  1883    11    14       999.3120       0.155398
  1883    11    15      1285.6639       0.155902
  1883    11    16      1209.2080       0.155994
  1883    11    17      1140.8640       0.155797
  1883    11    18      1030.4401       0.157065
  1883    11    19       999.5760       0.157309
  1883    11    20       975.3520       0.157410
  1883    11    21       702.9200       0.157552
  1883    11    22       593.5760       0.157552
  1883    11    23       530.6960       0.157613
  1883    11    24       460.3440       0.157816
  1883    11    25       325.2400       0.157601
  1883    11    26       236.4400       0.157238
  1883    11    27       228.9440       0.157512
  1883    11    28       215.5360       0.155996
  1883    11    29       236.7920       0.155837
  1883    11    30       333.4320       0.155777
  1883    12     1       239.8160       0.155611
  1883    12     2       162.2560       0.155754
  1883    12     3        87.6480       0.155221
  1883    12     4        33.6000       0.155504
  1883    12     5        31.5760       0.154877
  1883    12     6        29.5520       0.154506
  1883    12     7        79.2560       0.154293
  1883    12     8       134.0000       0.154232
  1883    12     9       177.1840       0.154780
  1883    12    10       317.2960       0.155502
  1883    12    11       571.8720       0.156303
  1883    12    12       531.0880       0.156836
  1883    12    13       640.4720       0.156907
  1883    12    14       480.1920       0.157433
  1883    12    15       285.0000       0.157959
  1883    12    16       266.4160       0.157721
  1883    12    17       285.2320       0.157731
  1883    12    18       176.7760       0.157590
  1883    12    19       196.6000       0.157701
  1883    12    20       335.0640       0.157350
  1883    12    21       582.9280       0.157913
  1883    12    22       837.6080       0.158809
  1883    12    23      1125.9921       0.158191
  1883    12    24      1170.8480       0.157918
  1883    12    25      1328.9760       0.157433
  1883    12    26      1233.2321       0.157101
  1883    12    27      1027.6801       0.157176
  1883    12    28       793.3760       0.157053
  1883    12    29       651.2080       0.156583
  1883    12    30       395.7520       0.157446
  1883    12    31       250.4080       0.157196
  1884     1     1       139.9600       0.156858
  1884     1     2       164.3600       0.156514
  1884     1     3       148.0160       0.157592
  1884     1     4       192.9200       0.158159
  1884     1     5       349.5760       0.158002
  1884     1     6       560.2880       0.158204
  1884     1     7       822.9920       0.158164
  1884     1     8       948.5120       0.158019
  1884     1     9       947.4080       0.158740
  1884     1    10      1173.5760       0.158604
  1884     1    11      1186.8881       0.159013
  1884     1    12       856.9360       0.159062
  1884     1    13       672.9840       0.158704
  1884     1    14       437.8640       0.157890
  1884     1    15       375.3200       0.158300
  1884     1    16       380.7520       0.157441
  1884     1    17       578.6080       0.156881
  1884     1    18       611.4880       0.156696
  1884     1    19       569.7600       0.156924
  1884     1    20       613.5840       0.156845
  1884     1    21       596.0400       0.157011
  1884     1    22       489.8160       0.156696
  1884     1    23       392.2720       0.156419
  1884     1    24       315.7920       0.156859
  1884     1    25       384.1120       0.156934
  1884     1    26       378.5760       0.157147
  1884     1    27       431.0160       0.157446
  1884     1    28       647.6080       0.157145
  1884     1    29       539.3040       0.157653
  1884     1    30       525.4880       0.158292
  1884     1    31       595.0800       0.157752
  1884     2     1       772.9760       0.157915
  1884     2     2       674.3280       0.157818
  1884     2     3       755.4000       0.158072
  1884     2     4       844.3920       0.157909
  1884     2     5       718.2880       0.157442
  1884     2     6       697.2960       0.157624
  1884     2     7       600.2400       0.157854
