DAILY TSI, PX and PS from extend_tsi_day_mon_ann.pro  px is Viereck et al 2003 Mg index plus SORCE
Wed Feb 13 13:02:52 2013
 szero and model2 coefs are: 
      1365.50      1335.42      114.825     -1.10903
    YEAR      MONTH    DAY        TSI            PX            PS
    2003       5      11      1366.0819         0.2680        70.8300
    2003       5      12      1366.1632         0.2685        58.8100
    2003       5      13      1366.1437         0.2687        84.6000
    2003       5      14      1366.1555         0.2691       106.4300
    2003       5      15      1366.2139         0.2695       101.2700
    2003       5      16      1366.2466         0.2700       116.8200
    2003       5      17      1366.3547         0.2707        98.4400
    2003       5      18      1366.4631         0.2714        76.9300
    2003       5      19      1366.5389         0.2722        85.2800
    2003       5      20      1366.5491         0.2731       148.3100
    2003       5      21      1366.5927         0.2732       129.4000
    2003       5      22      1366.6892         0.2739       119.4400
    2003       5      23      1366.7854         0.2742        75.7300
    2003       5      24      1366.7711         0.2741        78.9700
    2003       5      25      1366.6528         0.2741       157.9000
    2003       5      26      1366.5667         0.2743       226.1800
    2003       5      27      1366.3851         0.2745       360.4900
    2003       5      28      1366.0594         0.2750       617.1900
    2003       5      29      1366.0270         0.2738       546.1200
    2003       5      30      1366.2338         0.2730       350.4600
    2003       5      31      1366.3585         0.2720       196.0700
    2003       6       1      1366.3740         0.2712       120.6000
    2003       6       2      1366.1748         0.2701       169.4900
    2003       6       3      1366.0804         0.2700       222.0300
    2003       6       4      1365.9215         0.2691       264.0000
    2003       6       5      1365.8910         0.2690       275.0100
    2003       6       6      1365.8300         0.2699       381.2600
    2003       6       7      1365.7732         0.2710       505.2400
    2003       6       8      1365.4520         0.2718       777.2400
    2003       6       9      1365.3896         0.2728       891.8900
    2003       6      10      1365.4736         0.2742       941.8800
    2003       6      11      1365.4634         0.2745       971.4000
    2003       6      12      1365.9031         0.2756       767.4900
    2003       6      13      1366.0975         0.2740       514.7500
    2003       6      14      1366.5042         0.2733       195.3600
    2003       6      15      1366.5846         0.2733       138.4900
    2003       6      16      1366.5952         0.2730       114.7500
    2003       6      17      1366.5060         0.2724       124.4600
    2003       6      18      1366.3856         0.2721       184.9800
    2003       6      19      1366.3992         0.2722       177.5900
    2003       6      20      1366.1987         0.2721       303.0700
    2003       6      21      1366.1625         0.2720       319.4300
    2003       6      22      1366.2047         0.2720       290.0300
    2003       6      23      1366.2277         0.2719       269.5400
    2003       6      24      1366.2933         0.2721       244.3900
    2003       6      25      1366.1603         0.2718       304.9100
    2003       6      26      1366.2010         0.2715       259.0600
    2003       6      27      1366.2432         0.2715       233.5000
    2003       6      28      1366.1536         0.2720       326.0900
    2003       6      29      1366.0668         0.2722       396.2400
    2003       6      30      1366.0308         0.2728       469.3400
    2003       7       1      1365.9596         0.2728       514.0300
    2003       7       2      1366.1395         0.2736       457.4500
    2003       7       3      1366.1200         0.2742       516.5100
    2003       7       4      1365.9530         0.2747       663.2500
    2003       7       5      1365.7657         0.2744       765.7200
    2003       7       6      1365.8336         0.2747       739.7800
    2003       7       7      1366.0779         0.2743       555.7900
    2003       7       8      1366.2140         0.2744       468.8700
    2003       7       9      1366.6150         0.2744       204.0600
    2003       7      10      1366.5583         0.2735       173.3300
    2003       7      11      1366.4213         0.2727       204.6400
    2003       7      12      1366.3889         0.2722       185.7800
    2003       7      13      1366.3850         0.2724       204.3500
    2003       7      14      1366.4014         0.2728       221.5800
    2003       7      15      1366.3447         0.2735       315.7800
    2003       7      16      1366.4180         0.2732       247.0200
    2003       7      17      1366.3462         0.2733       301.2200
    2003       7      18      1366.3154         0.2742       384.4600
    2003       7      19      1366.2700         0.2746       450.1100
    2003       7      20      1365.8120         0.2754       810.9200
    2003       7      21      1365.9375         0.2755       736.4200
    2003       7      22      1365.9874         0.2752       676.8800
    2003       7      23      1366.2860         0.2743       413.0500
    2003       7      24      1366.4266         0.2728       208.7300
    2003       7      25      1366.4414         0.2713        82.1200
    2003       7      26      1366.3645         0.2705        77.5900
    2003       7      27      1366.3552         0.2704        70.8800
    2003       7      28      1366.3743         0.2715       145.4900
    2003       7      29      1366.3173         0.2715       182.3600
    2003       7      30      1366.3632         0.2716       158.0900
    2003       7      31      1366.3618         0.2719       183.1900
    2003       8       1      1366.3485         0.2720       198.8400
    2003       8       2      1366.3585         0.2723       214.2800
    2003       8       3      1366.2688         0.2731       336.4400
    2003       8       4      1365.9832         0.2731       525.7900
    2003       8       5      1365.8669         0.2729       582.7700
    2003       8       6      1365.7576         0.2725       628.5000
    2003       8       7      1365.7369         0.2720       606.4900
    2003       8       8      1365.6860         0.2716       606.7600
    2003       8       9      1365.6907         0.2713       580.9100
    2003       8      10      1366.0587         0.2721       397.8300
    2003       8      11      1366.3467         0.2726       242.5400
    2003       8      12      1366.5118         0.2730       163.7600
    2003       8      13      1366.4351         0.2731       222.0500
    2003       8      14      1366.2412         0.2728       332.6500
    2003       8      15      1366.1873         0.2723       329.5800
    2003       8      16      1366.2793         0.2722       256.7500
    2003       8      17      1366.3470         0.2724       228.5900
    2003       8      18      1366.4930         0.2722       119.3700
    2003       8      19      1366.4960         0.2721       110.6200
    2003       8      20      1366.4690         0.2715        77.6300
    2003       8      21      1366.3208         0.2712       154.9900
    2003       8      22      1366.1643         0.2711       253.7500
    2003       8      23      1366.2296         0.2721       282.6900
    2003       8      24      1366.3351         0.2727       263.8100
    2003       8      25      1366.4515         0.2734       233.9300
    2003       8      26      1366.5115         0.2737       217.8500
    2003       8      27      1366.5464         0.2739       213.0400
    2003       8      28      1366.5865         0.2742       210.8200
    2003       8      29      1366.6140         0.2743       201.7200
    2003       8      30      1366.5668         0.2738       189.6500
    2003       8      31      1366.6161         0.2739       169.2900
    2003       9       1      1366.6636         0.2734        99.2600
    2003       9       2      1366.6207         0.2729        85.0500
    2003       9       3      1366.5397         0.2720        76.4300
    2003       9       4      1366.4425         0.2715        95.0800
    2003       9       5      1366.4832         0.2720       112.2300
    2003       9       6      1366.5173         0.2720        83.5700
    2003       9       7      1366.5601         0.2718        44.7200
    2003       9       8      1366.5463         0.2714        22.0300
    2003       9       9      1366.4902         0.2711        37.0100
    2003       9      10      1366.3264         0.2702        80.0800
    2003       9      11      1366.2505         0.2701       121.8200
    2003       9      12      1366.2365         0.2699       112.8600
    2003       9      13      1366.2421         0.2697        95.5600
    2003       9      14      1366.3210         0.2698        50.2300
    2003       9      15      1366.3369         0.2697        29.1200
    2003       9      16      1366.2793         0.2694        47.4100
    2003       9      17      1366.2008         0.2695       109.1800
    2003       9      18      1366.1726         0.2698       152.0400
    2003       9      19      1366.3088         0.2707       124.9400
    2003       9      20      1366.4293         0.2714        98.5300
    2003       9      21      1366.4131         0.2719       147.1100
    2003       9      22      1366.3743         0.2721       192.5200
    2003       9      23      1366.2385         0.2727       324.5700
    2003       9      24      1366.1943         0.2733       399.2600
    2003       9      25      1366.1736         0.2739       457.7000
    2003       9      26      1366.1636         0.2745       507.5400
    2003       9      27      1366.2545         0.2748       476.2300
    2003       9      28      1366.2611         0.2747       461.5000
    2003       9      29      1366.3770         0.2740       328.3600
    2003       9      30      1366.4152         0.2736       275.6600
    2003      10       1      1366.4683         0.2733       220.4800
    2003      10       2      1366.4784         0.2731       195.4900
    2003      10       3      1366.4896         0.2728       164.1400
    2003      10       4      1366.4348         0.2727       197.4900
    2003      10       5      1366.4652         0.2726       171.0100
    2003      10       6      1366.4136         0.2723       178.7300
    2003      10       7      1366.3151         0.2717       200.0100
    2003      10       8      1366.2704         0.2718       231.9700
    2003      10       9      1366.4718         0.2720       114.6000
    2003      10      10      1366.5638         0.2722        74.0300
    2003      10      11      1366.4777         0.2714        65.1100
    2003      10      12      1366.3464         0.2698        36.3300
    2003      10      13      1366.2853         0.2690        14.5400
    2003      10      14      1366.2329         0.2685         9.9300
    2003      10      15      1366.2104         0.2684        18.8700
    2003      10      16      1366.2755         0.2691        29.6700
    2003      10      17      1366.3850         0.2700        25.2800
    2003      10      18      1366.4315         0.2710        67.7300
    2003      10      19      1366.1879         0.2715       270.4100
    2003      10      20      1365.7812         0.2719       568.7200
    2003      10      21      1365.1337         0.2721      1011.7100
    2003      10      22      1364.9247         0.2725      1180.6400
    2003      10      23      1364.6896         0.2731      1377.1801
    2003      10      24      1364.7755         0.2742      1402.9700
    2003      10      25      1364.2659         0.2749      1790.6700
    2003      10      26      1364.3503         0.2761      1828.8400
    2003      10      27      1364.0464         0.2781      2184.7400
    2003      10      28      1363.8051         0.2798      2467.3401
    2003      10      29      1362.7539         0.2798      3165.9299
    2003      10      30      1362.7235         0.2798      3187.3201
    2003      10      31      1363.9419         0.2794      2347.3601
    2003      11       1      1364.8821         0.2781      1626.4600
    2003      11       2      1365.5837         0.2768      1067.9900
    2003      11       3      1366.4110         0.2752       401.2800
    2003      11       4      1366.5365         0.2729       145.1900
    2003      11       5      1366.5677         0.2717        33.4000
    2003      11       6      1366.4789         0.2707        15.0500
    2003      11       7      1366.3307         0.2693         7.2800
    2003      11       8      1366.2037         0.2683        15.0100
    2003      11       9      1366.1292         0.2681        49.5400
    2003      11      10      1366.0443         0.2679        87.4500
    2003      11      11      1366.0176         0.2673        64.4100
    2003      11      12      1366.1088         0.2678        37.7100
    2003      11      13      1366.1542         0.2679        15.8900
    2003      11      14      1366.1758         0.2685        45.8200
    2003      11      15      1366.1517         0.2691       107.2100
    2003      11      16      1366.1030         0.2695       170.7100
    2003      11      17      1366.0734         0.2698       217.5600
    2003      11      18      1366.0653         0.2708       294.9000
    2003      11      19      1366.0811         0.2728       434.7200
    2003      11      20      1366.0814         0.2745       566.4900
    2003      11      21      1366.0181         0.2759       714.2500
    2003      11      22      1365.9497         0.2769       833.6300
    2003      11      23      1366.0078         0.2779       872.2800
    2003      11      24      1366.0483         0.2784       883.1900
    2003      11      25      1366.3220         0.2788       730.8000
    2003      11      26      1366.3032         0.2788       740.9000
    2003      11      27      1366.6434         0.2784       490.3300
    2003      11      28      1366.6764         0.2787       488.9900
    2003      11      29      1366.7893         0.2782       378.1700
    2003      11      30      1366.9279         0.2775       233.4200
    2003      12       1      1366.8406         0.2761       187.3000
    2003      12       2      1366.5881         0.2743       218.4400
    2003      12       3      1366.4233         0.2732       238.0600
    2003      12       4      1366.2216         0.2716       253.9700
    2003      12       5      1366.1489         0.2709       249.8500
    2003      12       6      1365.9672         0.2690       222.3500
    2003      12       7      1366.0094         0.2685       154.7900
    2003      12       8      1366.0376         0.2676        71.2600
    2003      12       9      1366.0728         0.2674        30.6400
    2003      12      10      1366.0070         0.2667        23.4600
    2003      12      11      1365.9907         0.2667        36.7200
    2003      12      12      1365.9834         0.2670        61.6400
    2003      12      13      1365.9030         0.2667        93.4600
    2003      12      14      1365.9263         0.2672       115.7400
    2003      12      15      1366.0619         0.2680        86.1100
    2003      12      16      1366.0172         0.2686       161.0000
    2003      12      17      1366.1735         0.2697       141.7500
    2003      12      18      1366.3838         0.2716       146.0700
    2003      12      19      1366.4548         0.2729       194.0300
    2003      12      20      1366.5801         0.2744       230.1800
    2003      12      21      1366.5288         0.2745       270.0200
    2003      12      22      1366.6233         0.2755       286.1800
    2003      12      23      1366.4463         0.2759       430.5900
    2003      12      24      1366.4352         0.2765       481.2900
    2003      12      25      1366.4388         0.2772       530.3000
    2003      12      26      1366.4264         0.2761       459.2400
    2003      12      27      1366.5364         0.2756       345.7100
    2003      12      28      1366.5634         0.2733       152.5800
    2003      12      29      1366.4308         0.2717       121.6000
    2003      12      30      1366.4731         0.2707        19.9100
    2003      12      31      1366.3315         0.2694        10.7800
    2004       1       1      1366.2054         0.2690        63.7200
    2004       1       2      1365.9716         0.2685       185.9600
    2004       1       3      1365.7678         0.2689       347.3900
    2004       1       4      1365.7338         0.2688       361.9400
    2004       1       5      1365.3646         0.2688       609.1900
    2004       1       6      1365.2495         0.2687       673.1900
    2004       1       7      1365.3571         0.2688       609.2800
    2004       1       8      1365.4159         0.2693       612.7200
    2004       1       9      1365.5305         0.2687       490.9200
    2004       1      10      1365.6493         0.2689       423.4700
    2004       1      11      1365.7762         0.2683       293.5800
    2004       1      12      1365.9086         0.2684       216.7500
    2004       1      13      1366.0919         0.2693       162.5600
    2004       1      14      1366.1501         0.2699       170.4700
    2004       1      15      1366.2942         0.2716       207.2200
    2004       1      16      1366.3734         0.2729       247.6500
    2004       1      17      1366.4423         0.2740       287.8600
    2004       1      18      1366.7557         0.2745       117.3900
    2004       1      19      1366.5630         0.2752       297.4200
    2004       1      20      1366.5447         0.2759       361.5600
    2004       1      21      1366.5275         0.2756       355.9800
    2004       1      22      1366.7067         0.2754       221.9800
    2004       1      23      1366.6796         0.2739       126.1100
    2004       1      24      1366.5894         0.2723        62.9500
    2004       1      25      1366.5277         0.2713        28.2100
    2004       1      26      1366.3856         0.2698         5.7900
    2004       1      27      1366.2151         0.2682         0.0000
    2004       1      28      1366.1144         0.2674         5.8700
    2004       1      29      1366.1401         0.2677        13.1500
    2004       1      30      1366.0461         0.2673        45.8400
    2004       1      31      1366.1425         0.2680        34.7500
    2004       2       1      1366.1145         0.2685        85.3600
    2004       2       2      1366.0129         0.2687       168.0900
    2004       2       3      1365.9171         0.2689       245.5700
    2004       2       4      1365.9978         0.2690       206.3500
    2004       2       5      1365.9617         0.2692       240.9800
    2004       2       6      1366.0299         0.2696       225.7100
    2004       2       7      1365.9458         0.2692       249.9200
    2004       2       8      1365.8943         0.2697       325.2100
    2004       2       9      1366.0006         0.2704       306.8900
    2004       2      10      1366.1288         0.2705       227.1800
    2004       2      11      1366.2284         0.2710       204.3500
    2004       2      12      1366.2133         0.2713       235.8200
    2004       2      13      1366.3868         0.2715       136.0300
    2004       2      14      1366.3707         0.2715       147.3200
    2004       2      15      1366.5033         0.2722       113.3300
    2004       2      16      1366.5867         0.2725        81.0700
    2004       2      17      1366.5773         0.2717        23.4100
    2004       2      18      1366.5521         0.2715        23.0000
    2004       2      19      1366.5073         0.2711        21.9600
    2004       2      20      1366.3741         0.2700        28.1100
    2004       2      21      1366.3669         0.2699        26.2200
    2004       2      22      1366.1448         0.2690       102.2300
    2004       2      23      1365.9374         0.2684       197.2800
    2004       2      24      1365.7458         0.2685       333.1500
    2004       2      25      1365.5576         0.2687       468.1100
    2004       2      26      1365.5211         0.2686       488.2000
    2004       2      27      1365.3964         0.2687       573.7600
    2004       2      28      1365.6454         0.2695       472.6700
    2004       2      29      1365.9615         0.2696       271.4600
    2004       3       1      1366.2010         0.2695       104.4700
    2004       3       2      1366.1008         0.2686       105.6000
    2004       3       3      1366.0259         0.2680       107.2600
    2004       3       4      1366.0156         0.2678        99.8800
    2004       3       5      1365.9598         0.2674       109.6900
    2004       3       6      1366.0229         0.2685       144.7700
    2004       3       7      1365.9885         0.2680       134.3100
    2004       3       8      1365.8933         0.2687       251.6300
    2004       3       9      1365.8422         0.2689       295.5300
    2004       3      10      1365.6798         0.2689       406.6100
    2004       3      11      1365.7584         0.2694       390.5300
    2004       3      12      1366.0873         0.2699       215.6100
    2004       3      13      1365.9717         0.2706       342.3800
    2004       3      14      1366.1311         0.2714       297.5600
    2004       3      15      1366.3010         0.2709       143.7900
    2004       3      16      1366.3311         0.2704        91.0000
    2004       3      17      1366.4456         0.2712        72.2100
    2004       3      18      1366.3799         0.2707        80.1600
    2004       3      19      1366.2812         0.2703       111.8600
    2004       3      20      1366.3003         0.2708       138.9000
    2004       3      21      1366.3212         0.2712       158.2400
    2004       3      22      1366.2990         0.2707       135.9900
    2004       3      23      1366.2091         0.2712       231.6400
    2004       3      24      1366.2098         0.2712       229.9400
    2004       3      25      1366.2670         0.2717       229.1500
    2004       3      26      1366.3567         0.2723       215.4400
    2004       3      27      1366.3602         0.2720       190.8100
    2004       3      28      1366.1423         0.2715       297.2300
    2004       3      29      1366.0067         0.2714       375.8700
    2004       3      30      1366.0460         0.2707       298.8700
    2004       3      31      1366.0059         0.2704       303.8300
    2004       4       1      1366.0018         0.2701       286.0300
    2004       4       2      1366.0352         0.2698       237.2000
    2004       4       3      1366.1982         0.2704       174.8000
    2004       4       4      1366.1951         0.2706       191.2900
    2004       4       5      1366.1871         0.2706       198.1900
    2004       4       6      1366.3197         0.2707       115.6700
    2004       4       7      1366.2715         0.2702       112.2000
    2004       4       8      1366.2217         0.2695        92.4800
    2004       4       9      1366.1837         0.2692        96.8100
    2004       4      10      1366.1832         0.2687        55.7300
    2004       4      11      1366.2245         0.2688        37.5700
    2004       4      12      1366.2374         0.2689        34.7500
    2004       4      13      1366.1692         0.2684        41.1100
    2004       4      14      1366.1820         0.2688        63.1700
    2004       4      15      1366.1992         0.2690        73.4200
    2004       4      16      1366.2261         0.2691        59.0700
    2004       4      17      1366.2952         0.2695        46.7200
    2004       4      18      1366.3351         0.2704        87.8400
    2004       4      19      1366.2253         0.2706       172.0100
    2004       4      20      1366.1937         0.2711       236.2900
    2004       4      21      1366.2472         0.2719       256.4200
    2004       4      22      1366.1669         0.2719       309.3300
    2004       4      23      1366.1821         0.2713       256.5500
    2004       4      24      1366.1753         0.2704       194.8100
    2004       4      25      1366.0585         0.2696       208.5700
    2004       4      26      1366.0267         0.2694       211.1800
    2004       4      27      1366.0590         0.2685       128.0400
    2004       4      28      1366.0642         0.2680        86.5300
    2004       4      29      1366.0842         0.2677        50.8400
    2004       4      30      1366.0785         0.2677        54.3800
    2004       5       1      1366.1069         0.2683        80.1500
    2004       5       2      1366.0486         0.2689       163.2100
    2004       5       3      1366.1202         0.2685        83.7400
    2004       5       4      1366.1105         0.2683        76.0100
    2004       5       5      1365.9779         0.2674        91.9500
    2004       5       6      1366.0659         0.2677        61.4200
    2004       5       7      1366.1271         0.2678        27.7000
    2004       5       8      1366.0951         0.2678        50.5300
    2004       5       9      1366.1139         0.2681        55.8400
    2004       5      10      1366.1953         0.2690        75.4700
    2004       5      11      1366.0651         0.2687       138.8200
    2004       5      12      1366.0375         0.2687       154.6500
    2004       5      13      1365.9888         0.2694       240.9500
    2004       5      14      1365.8766         0.2697       337.9200
    2004       5      15      1365.6868         0.2703       507.7000
    2004       5      16      1365.7793         0.2700       425.4500
    2004       5      17      1365.8687         0.2702       382.1900
    2004       5      18      1365.9376         0.2700       315.7600
    2004       5      19      1366.0408         0.2695       210.7400
    2004       5      20      1366.0977         0.2698       198.5900
    2004       5      21      1366.1414         0.2699       172.9300
    2004       5      22      1366.0138         0.2696       240.8100
    2004       5      23      1366.0469         0.2699       241.5300
    2004       5      24      1365.9725         0.2698       280.9100
    2004       5      25      1365.9879         0.2695       250.4400
    2004       5      26      1366.0339         0.2693       204.9200
    2004       5      27      1366.0122         0.2690       190.5900
    2004       5      28      1366.0819         0.2693       166.5900
    2004       5      29      1366.0637         0.2692       175.3000
    2004       5      30      1366.0803         0.2685       112.3300
    2004       5      31      1366.1453         0.2685        71.2600
    2004       6       1      1366.1162         0.2680        48.0900
    2004       6       2      1366.1855         0.2689        72.6000
    2004       6       3      1366.1744         0.2688        68.1500
    2004       6       4      1366.2062         0.2688        48.3000
    2004       6       5      1366.2710         0.2692        38.4900
    2004       6       6      1366.2300         0.2688        34.5100
    2004       6       7      1366.2297         0.2691        59.0300
    2004       6       8      1366.1290         0.2682        54.7000
    2004       6       9      1366.1522         0.2681        34.6600
    2004       6      10      1366.0562         0.2674        41.8400
    2004       6      11      1366.0331         0.2672        41.3800
    2004       6      12      1366.0466         0.2673        40.1400
    2004       6      13      1366.0391         0.2674        51.7200
    2004       6      14      1366.0110         0.2679       108.8100
    2004       6      15      1365.9200         0.2686       226.4100
    2004       6      16      1365.7328         0.2687       357.2300
    2004       6      17      1365.8022         0.2705       447.5700
    2004       6      18      1365.5387         0.2698       566.3500
    2004       6      19      1365.6484         0.2705       549.9300
    2004       6      20      1365.4268         0.2708       720.1000
    2004       6      21      1365.6208         0.2704       558.3200
    2004       6      22      1365.9351         0.2709       390.6100
    2004       6      23      1365.9858         0.2707       342.4300
    2004       6      24      1366.1266         0.2709       260.7200
    2004       6      25      1366.1744         0.2697       141.1100
    2004       6      26      1366.2576         0.2696        74.9000
    2004       6      27      1366.2173         0.2687        37.5700
    2004       6      28      1366.1544         0.2682        36.2900
    2004       6      29      1366.0875         0.2679        58.4700
    2004       6      30      1366.0287         0.2673        56.1900
    2004       7       1      1366.0010         0.2672        66.7400
    2004       7       2      1365.9988         0.2672        66.5900
    2004       7       3      1366.0039         0.2670        47.8500
    2004       7       4      1366.0721         0.2674        31.2900
    2004       7       5      1366.0526         0.2671        24.0700
    2004       7       6      1365.9719         0.2663        11.9000
    2004       7       7      1366.0038         0.2665         9.0300
    2004       7       8      1365.9912         0.2664        12.3900
    2004       7       9      1366.0162         0.2670        40.6300
    2004       7      10      1365.8923         0.2664        74.3000
    2004       7      11      1366.0205         0.2680       114.3900
    2004       7      12      1366.1095         0.2695       164.9900
    2004       7      13      1366.1483         0.2714       288.8900
    2004       7      14      1366.2258         0.2720       279.2400
    2004       7      15      1366.3215         0.2729       284.6000
    2004       7      16      1366.1123         0.2728       412.1500
    2004       7      17      1366.1848         0.2733       406.6200
    2004       7      18      1365.9401         0.2744       651.3900
    2004       7      19      1365.6770         0.2750       869.0900
    2004       7      20      1365.3600         0.2746      1048.1899
    2004       7      21      1364.6829         0.2740      1450.8199
    2004       7      22      1364.7761         0.2740      1387.5400
    2004       7      23      1364.5079         0.2727      1467.0900
    2004       7      24      1364.7808         0.2713      1179.6600
    2004       7      25      1365.1113         0.2702       878.8700
    2004       7      26      1365.4755         0.2694       579.0900
    2004       7      27      1365.5897         0.2682       408.8300
    2004       7      28      1365.8239         0.2675       203.2300
    2004       7      29      1365.9136         0.2668        93.3500
    2004       7      30      1365.8210         0.2660        90.1900
    2004       7      31      1365.9081         0.2666        80.4000
    2004       8       1      1365.9270         0.2669        91.6400
    2004       8       2      1365.9396         0.2672       107.4000
    2004       8       3      1365.9348         0.2674       125.2500
    2004       8       4      1365.9215         0.2673       124.4900
    2004       8       5      1365.9507         0.2673       104.6100
    2004       8       6      1365.9943         0.2677       106.2700
    2004       8       7      1365.9159         0.2679       171.6100
    2004       8       8      1366.0486         0.2688       152.4500
    2004       8       9      1366.0164         0.2700       262.8000
    2004       8      10      1365.8325         0.2703       413.2000
    2004       8      11      1365.4355         0.2707       700.6100
    2004       8      12      1365.1310         0.2711       937.2100
    2004       8      13      1365.3387         0.2715       830.8300
    2004       8      14      1365.7118         0.2734       725.8900
    2004       8      15      1365.8135         0.2733       649.8400
    2004       8      16      1366.0099         0.2733       519.3600
    2004       8      17      1366.0305         0.2722       424.4700
    2004       8      18      1366.0165         0.2716       389.0600
    2004       8      19      1365.9449         0.2711       394.4600
    2004       8      20      1365.8109         0.2704       436.3600
    2004       8      21      1365.7479         0.2699       434.2300
    2004       8      22      1365.8928         0.2704       381.3400
    2004       8      23      1365.9863         0.2704       316.1100
    2004       8      24      1366.0387         0.2699       241.3400
    2004       8      25      1365.9873         0.2686       178.3500
    2004       8      26      1366.0038         0.2681       132.1400
    2004       8      27      1366.0695         0.2680        77.8400
    2004       8      28      1366.1351         0.2681        46.0900
    2004       8      29      1366.1940         0.2682        15.4700
    2004       8      30      1366.1455         0.2679        21.7500
    2004       8      31      1366.0854         0.2671         3.7100
    2004       9       1      1366.0428         0.2668         8.3600
    2004       9       2      1366.0967         0.2676        31.1500
    2004       9       3      1366.0604         0.2679        81.5800
    2004       9       4      1366.1285         0.2696       162.6200
    2004       9       5      1366.1448         0.2697       157.8700
    2004       9       6      1366.1805         0.2704       186.2100
    2004       9       7      1366.0997         0.2708       273.7200
    2004       9       8      1366.1082         0.2712       293.7100
    2004       9       9      1366.1976         0.2718       280.1800
    2004       9      10      1366.3024         0.2722       245.8000
    2004       9      11      1366.4888         0.2729       172.2400
    2004       9      12      1366.4646         0.2725       161.9500
    2004       9      13      1366.3229         0.2716       183.4450
    2004       9      14      1366.0671         0.2696       204.9400
    2004       9      15      1366.0566         0.2699       234.3900
    2004       9      16      1366.1558         0.2703       199.9100
    2004       9      17      1366.1560         0.2701       178.6600
    2004       9      18      1366.1251         0.2700       193.8700
    2004       9      19      1366.1010         0.2696       179.4800
    2004       9      20      1365.9623         0.2686       199.3600
    2004       9      21      1365.8773         0.2678       188.6300
    2004       9      22      1365.9156         0.2678       162.7200
    2004       9      23      1365.9044         0.2673       134.9900
    2004       9      24      1365.8834         0.2668       109.1900
    2004       9      25      1366.0194         0.2675        71.2000
    2004       9      26      1365.9896         0.2669        45.6200
    2004       9      27      1366.0396         0.2672        39.4600
    2004       9      28      1366.0023         0.2669        39.5100
    2004       9      29      1365.9476         0.2667        61.2700
    2004       9      30      1366.0289         0.2679        97.7700
    2004      10       1      1366.0870         0.2681        77.1700
    2004      10       2      1366.1858         0.2690        75.3700
    2004      10       3      1366.2484         0.2694        67.3700
    2004      10       4      1366.2556         0.2694        65.5000
    2004      10       5      1366.2401         0.2690        44.6300
    2004      10       6      1366.2916         0.2692        27.6000
    2004      10       7      1366.3209         0.2693        14.1600
    2004      10       8      1366.3416         0.2695        11.3500
    2004      10       9      1366.2893         0.2690         9.6400
    2004      10      10      1366.2349         0.2684         0.0000
    2004      10      11      1366.1672         0.2679         6.1000
    2004      10      12      1366.1571         0.2678         8.9200
    2004      10      13      1366.1272         0.2679        31.7400
    2004      10      14      1366.1036         0.2681        68.0700
    2004      10      15      1366.0592         0.2680        88.6500
    2004      10      16      1366.0743         0.2684       105.7500
    2004      10      17      1366.0598         0.2684       116.5500
    2004      10      18      1366.0797         0.2687       126.7100
    2004      10      19      1366.0919         0.2691       145.7500
    2004      10      20      1366.1256         0.2695       158.8900
    2004      10      21      1366.1217         0.2698       185.5600
    2004      10      22      1366.0103         0.2697       248.8300
    2004      10      23      1366.0710         0.2706       278.5300
    2004      10      24      1366.0291         0.2711       344.1400
    2004      10      25      1365.9083         0.2716       460.0600
    2004      10      26      1365.8820         0.2716       477.1600
    2004      10      27      1365.9651         0.2723       474.4300
    2004      10      28      1366.0734         0.2724       410.5800
    2004      10      29      1366.0608         0.2723       409.9700
    2004      10      30      1366.0284         0.2722       425.8300
    2004      10      31      1365.9241         0.2719       470.5900
    2004      11       1      1365.7153         0.2711       547.2500
    2004      11       2      1365.5800         0.2705       589.3200
    2004      11       3      1365.5117         0.2704       630.1800
    2004      11       4      1365.3655         0.2698       680.2700
    2004      11       5      1365.0598         0.2693       846.9600
    2004      11       6      1365.2297         0.2700       787.5300
    2004      11       7      1365.5945         0.2699       538.1700
    2004      11       8      1365.7261         0.2691       391.1900
    2004      11       9      1365.7806         0.2691       351.4500
    2004      11      10      1366.0472         0.2687       145.4000
    2004      11      11      1366.0865         0.2683        91.3900
    2004      11      12      1366.1196         0.2681        52.1700
    2004      11      13      1366.0624         0.2681        95.1200
    2004      11      14      1366.0439         0.2683       119.5700
    2004      11      15      1366.0352         0.2684       131.4700
    2004      11      16      1366.0883         0.2687       122.6400
    2004      11      17      1366.0940         0.2686       110.3600
    2004      11      18      1366.1960         0.2690        69.3800
    2004      11      19      1366.2284         0.2692        62.6500
    2004      11      20      1366.3114         0.2697        49.0500
    2004      11      21      1366.2710         0.2692        40.2000
    2004      11      22      1366.2772         0.2696        60.8700
    2004      11      23      1366.2979         0.2698        68.8300
    2004      11      24      1366.4125         0.2709        75.3500
    2004      11      25      1366.4863         0.2715        72.9900
    2004      11      26      1366.4758         0.2722       131.9300
    2004      11      27      1366.4728         0.2726       160.9700
    2004      11      28      1366.3569         0.2721       199.3100
    2004      11      29      1366.1486         0.2712       268.0000
    2004      11      30      1366.0966         0.2707       267.3100
    2004      12       1      1365.9894         0.2699       273.9400
    2004      12       2      1366.0332         0.2698       238.1600
    2004      12       3      1366.0396         0.2697       227.3900
    2004      12       4      1366.2188         0.2696       105.2400
    2004      12       5      1366.2064         0.2689        60.4200
    2004      12       6      1366.1464         0.2682        47.1800
    2004      12       7      1366.1348         0.2678        22.9600
