Monthly Average Facular and Sunspot Indices from calc_spot_fac_history.pro
Spot Index is Sunspot Blocking Function with Area-Independent Contrast
Facular Index is on GOME Mg index scale
Mon Apr  6 13:19:17 2015
  YEAR  MONTH        SPOTAV          FACAV
  2000     3       2450.9171        0.16614839
  2000     4       2041.6943        0.16626000
  2000     5       2230.3961        0.16447097
  2000     6       2174.0760        0.16504333
  2000     7       2573.8642        0.16752903
  2000     8       1167.1719        0.16551935
  2000     9       2144.0253        0.16511333
  2000    10       1055.3455        0.16512903
  2000    11       1534.6927        0.16604667
  2000    12       1127.5410        0.16516129
  2001     1       1125.5690        0.16383226
  2001     2        692.0193        0.16227857
  2001     3       1808.9848        0.16347097
  2001     4       1907.2617        0.16357333
  2001     5       1169.4071        0.16242903
  2001     6       1845.8817        0.16444000
  2001     7        834.2710        0.16199355
  2001     8       1593.6923        0.16293548
  2001     9       3162.5460        0.16737667
  2001    10       2293.4600        0.16833548
  2001    11       2600.7443        0.16707000
  2001    12       2521.3306        0.17002581
  2002     1       1874.0652        0.17129355
  2002     2       1739.3989        0.16951786
  2002     3       1423.6800        0.16674839
  2002     4       2305.5063        0.16652667
  2002     5       2147.9123        0.16622903
  2002     6       1434.0960        0.16382000
  2002     7       2493.5742        0.16360645
  2002     8       2524.1690        0.16506774
  2002     9       2331.7867        0.16542667
  2002    10       1870.9455        0.16435484
  2002    11       1854.2903        0.16361667
  2002    12       1165.2658        0.16389677
  2003     1       1034.3223        0.16216129
  2003     2        437.9421        0.15945714
  2003     3       1267.0794        0.15951290
  2003     4       1187.7910        0.15907333
  2003     5        981.5616        0.15800000
  2003     6       1311.6393        0.15845333
  2003     7       1292.8139        0.15941290
  2003     8       1054.8477        0.15897419
  2003     9        625.4277        0.15805000
  2003    10       2688.2081        0.15938387
  2003    11       1360.1837        0.15938667
  2003    12        694.4835        0.15758387
  2004     1        864.6348        0.15691290
  2004     2        766.1955        0.15651724
  2004     3        727.5658        0.15656774
  2004     4        503.9290        0.15596667
  2004     5        671.6661        0.15545161
  2004     6        658.5243        0.15566000
  2004     7       1402.7439        0.15576452
  2004     8       1064.6839        0.15567742
  2004     9        545.3482        0.15556000
  2004    10        633.6319        0.15580323
  2004    11        908.0647        0.15631000
  2004    12        270.5997        0.15509355
  2005     1        972.3000        0.15466774
  2005     2        555.4054        0.15426786
  2005     3        438.7919        0.15343548
  2005     4        417.2560        0.15319333
  2005     5        845.3313        0.15443226
  2005     6        782.7287        0.15403667
  2005     7        767.1742        0.15441290
  2005     8        541.3345        0.15410323
  2005     9        613.0167        0.15339667
  2005    10         74.4740        0.15218065
  2005    11        439.5280        0.15255333
  2005    12        521.4719        0.15359032
  2006     1        177.9650        0.15257742
  2006     2         15.7332        0.15168929
  2006     3         91.5327        0.15153871
  2006     4        559.4593        0.15324333
  2006     5        197.5581        0.15315161
  2006     6        204.4670        0.15226667
  2006     7        263.0006        0.15224839
  2006     8        472.2523        0.15212903
  2006     9        176.6683        0.15220667
  2006    10         63.4010        0.15185484
  2006    11        603.0980        0.15252667
  2006    12        400.6784        0.15191613
  2007     1        421.8555        0.15185484
  2007     2        226.8871        0.15146786
  2007     3         41.5384        0.15121613
  2007     4        122.5007        0.15107667
  2007     5        280.8332        0.15151935
  2007     6        212.9233        0.15182333
  2007     7        230.2168        0.15160000
  2007     8         74.4152        0.15131613
  2007     9         20.1990        0.15071000
  2007    10          8.1116        0.15065484
  2007    11          8.4100        0.15058667
  2007    12        157.6548        0.15125161
  2008     1         16.6894        0.15130968
  2008     2         15.7014        0.15093448
  2008     3        190.3065        0.15120323
  2008     4         28.1582        0.15116667
  2008     5         16.0142        0.15100000
  2008     6         12.7482        0.15065667
  2008     7          2.6735        0.15061290
  2008     8          0.8113        0.15052258
  2008     9          5.8387        0.15048333
  2008    10         19.1071        0.15069355
  2008    11         33.7467        0.15070667
  2008    12          3.6635        0.15041452
  2009     1         12.6555        0.15036129
  2009     2          3.9743        0.15051071
  2009     3          4.7971        0.15058387
  2009     4          1.6837        0.15049667
  2009     5         10.2568        0.15094839
  2009     6         28.9327        0.15087333
  2009     7         53.2394        0.15074194
  2009     8          0.0000        0.15051613
  2009     9         40.8367        0.15069333
  2009    10         85.7377        0.15096452
  2009    11         24.0513        0.15126000
  2009    12         99.0197        0.15153871
  2010     1        206.3874        0.15212903
  2010     2        217.5279        0.15294286
  2010     3        280.4790        0.15292903
  2010     4         69.0725        0.15254000
  2010     5         66.0184        0.15234194
  2010     6         90.6732        0.15210333
  2010     7        180.2900        0.15322581
  2010     8        260.8168        0.15321935
  2010     9        383.4933        0.15365667
  2010    10        387.0231        0.15296774
  2010    11        213.6190        0.15303333
  2010    12        289.0097        0.15300968
  2011     1        243.1623        0.15297097
  2011     2        410.5114        0.15385000
  2011     3        961.9752        0.15607419
  2011     4        725.3537        0.15776333
  2011     5        333.2042        0.15607742
  2011     6        532.7383        0.15620333
  2011     7        461.1161        0.15564516
  2011     8        704.8406        0.15620000
  2011     9       1325.7497        0.15887667
  2011    10       1325.6158        0.16000000
  2011    11       1526.1523        0.16168333
  2011    12       1032.4013        0.16103548
  2012     1        968.7803        0.15928387
  2012     2        444.3266        0.15699310
  2012     3        911.7806        0.15725806
  2012     4        800.6020        0.15765000
  2012     5       1152.2445        0.15849355
  2012     6        911.3363        0.15852667
  2012     7       1346.9845        0.15862903
  2012     8        700.3116        0.15860968
  2012     9        683.7207        0.15953000
  2012    10        903.1903        0.15890968
  2012    11        825.7220        0.15847333
  2012    12        479.4690        0.15701290
  2013     1       1044.4558        0.15883226
  2013     2        454.8636        0.15677857
  2013     3        579.3697        0.15762258
  2013     4       1173.5333        0.15887000
  2013     5       1185.4255        0.16061290
  2013     6        642.5120        0.15835000
  2013     7        699.5655        0.15886452
  2013     8        638.0777        0.15907419
  2013     9        309.9420        0.15754667
  2013    10       1240.3052        0.15913871
  2013    11       1608.1703        0.16064667
  2013    12       1201.8571        0.16155806
  2014     1       1570.8529        0.16179355
  2014     2       2276.6718        0.16275000
  2014     3       1011.4735        0.16307742
  2014     4       1234.7373        0.16196333
  2014     5       1003.5771        0.16024516
  2014     6        907.1043        0.15889000
  2014     7       1369.4452        0.16098065
  2014     8        860.3497        0.16043871
  2014     9       1094.5017        0.16157000
  2014    10       1867.9858        0.16205161
  2014    11       1393.7803        0.16307333
  2014    12       1547.8155        0.16317742
